S_0,I_0,R_0,Q_0,D_0,Q_entry_0,D_entry_0,S_1,I_1,R_1,Q_1,D_1,Q_entry_1,D_entry_1,S_2,I_2,R_2,Q_2,D_2,Q_entry_2,D_entry_2,S_3,I_3,R_3,Q_3,D_3,Q_entry_3,D_entry_3
0.216708,0.000166595,0,0,0,0,0,0.251691,8.17316e-06,0,0,0,0,0,0.336536,9.77775e-07,0,0,0,0,0,0.194887,2.15629e-06,0,0,0,0,0
0.216621,0.000178312,7.53278e-05,1.68361e-08,0,1.68361e-08,0,0.251684,1.02306e-05,5.27853e-06,6.13458e-09,0,6.13458e-09,0,0.336535,1.38203e-06,5.95051e-07,5.36908e-09,0,5.36908e-09,0,0.194886,3.04172e-06,6.18926e-07,1.34765e-08,0,1.34765e-08,0
0.216527,0.000190816,0.000155962,2.66536e-08,1.00574e-10,1.80202e-08,1.00574e-10,0.251675,1.28058e-05,1.18871e-05,1.2569e-08,1.85061e-11,7.67889e-09,1.85061e-11,0.336533,1.95341e-06,1.43647e-06,1.25822e-08,2.10729e-11,7.58888e-09,2.10729e-11,0.194884,4.29073e-06,1.49234e-06,3.16408e-08,5.01885e-10,1.90104e-08,5.01885e-10
0.216428,0.000204154,0.000242254,3.29515e-08,2.59796e-10,1.92839e-08,1.59222e-10,0.251663,1.60288e-05,2.01601e-05,1.96311e-08,5.64229e-11,9.61175e-09,3.79168e-11,0.336531,2.76102e-06,2.62611e-06,2.2428e-08,7.04564e-11,1.07264e-08,4.93835e-11,0.194881,6.05257e-06,2.72473e-06,5.6471e-08,1.68024e-09,2.68165e-08,1.17835e-09
0.216321,0.000218376,0.000334581,3.7529e-08,4.5664e-10,2.06318e-08,1.96844e-10,0.251649,2.00622e-05,3.05159e-05,2.76797e-08,1.15644e-10,1.20308e-08,5.92208e-11,0.336529,3.9025e-06,4.30788e-06,3.60194e-08,1.58484e-10,1.51611e-08,8.80271e-11,0.194876,8.53778e-06,4.46346e-06,9.07537e-08,3.7833e-09,3.78277e-08,2.10306e-09
0.216207,0.000233531,0.00043334,4.13135e-08,6.80828e-10,2.2069e-08,2.24189e-10,0.251631,2.51095e-05,4.34784e-05,3.7123e-08,1.99145e-10,1.50582e-08,8.35008e-11,0.336524,5.51587e-06,6.68523e-06,5.49276e-08,2.99855e-10,2.14291e-08,1.41372e-10,0.19487,1.20433e-05,6.91641e-06,1.38416e-07,7.1631e-09,5.336e-08,3.3798e-09
0.216086,0.000249675,0.000538954,4.47858e-08,9.27624e-10,2.36007e-08,2.46796e-10,0.251608,3.14251e-05,5.97025e-05,4.84391e-08,3.11133e-10,1.88467e-08,1.11988e-10,0.336519,7.79617e-06,1.00457e-05,8.13717e-08,5.15439e-10,3.02883e-08,2.15584e-10,0.194862,1.69879e-05,1.03768e-05,2.04996e-07,1.23179e-08,7.52691e-08,5.15484e-09
0.215955,0.000266861,0.000651869,4.81978e-08,1.19516e-09,2.52321e-08,2.67539e-10,0.25158,3.93267e-05,8.00077e-05,6.22e-08,4.57258e-10,2.3587e-08,1.46125e-10,0.336511,1.1019e-05,1.47956e-05,1.18486e-07,8.34812e-10,4.28097e-08,3.19373e-10,0.19485,2.39621e-05,1.52581e-05,2.98299e-07,1.99523e-08,1.06172e-07,7.63437e-09
0.215816,0.000285147,0.000772557,5.16843e-08,1.48308e-09,2.6969e-08,2.87921e-10,0.251545,4.92111e-05,0.000105419,7.91002e-08,6.44896e-10,2.95177e-08,1.87638e-10,0.336499,1.55739e-05,2.15094e-05,1.70701e-07,1.29986e-09,6.05069e-08,4.65044e-10,0.194833,3.37984e-05,2.21436e-05,4.29333e-07,3.10614e-08,1.4976e-07,1.11091e-08
0.215668,0.00030459,0.000901514,5.532e-08,1.79183e-09,2.88169e-08,3.08749e-10,0.251501,6.15736e-05,0.000137217,9.99911e-08,8.83516e-10,3.69367e-08,2.3862e-10,0.336483,2.20111e-05,3.09986e-05,2.44272e-07,1.96984e-09,8.55183e-08,6.69978e-10,0.194809,4.76704e-05,3.18559e-05,6.13617e-07,4.70504e-08,2.11236e-07,1.5989e-08
0.21551,0.000325249,0.00103926,5.91493e-08,2.1223e-09,3.07818e-08,3.30468e-10,0.251445,7.70321e-05,0.000177003,1.25923e-07,1.18516e-09,4.62157e-08,3.01641e-10,0.336461,3.11079e-05,4.44102e-05,3.48042e-07,2.92857e-09,1.20866e-07,9.58737e-10,0.194776,6.72318e-05,4.55545e-05,8.73029e-07,6.99024e-08,2.97934e-07,2.2852e-08
0.215341,0.000347186,0.00118636,6.32008e-08,2.47564e-09,3.28697e-08,3.53343e-10,0.251376,9.63563e-05,0.000226779,1.58198e-07,1.56503e-09,5.78185e-08,3.7987e-10,0.336429,4.39621e-05,6.33647e-05,4.94501e-07,4.29459e-09,1.70817e-07,1.36602e-09,0.194728,9.48121e-05,6.48746e-05,1.23841e-06,1.02415e-07,4.2019e-07,3.25129e-08
0.21516,0.000370461,0.00134337,6.74952e-08,2.85319e-09,3.50866e-08,3.77545e-10,0.25129,0.000120504,0.000289041,1.98429e-07,2.04226e-09,7.23228e-08,4.77232e-10,0.336384,6.21235e-05,9.01517e-05,7.01293e-07,6.23544e-09,2.41401e-07,1.94085e-09,0.194662,0.00013369,9.21204e-05,1.75323e-06,1.48536e-07,5.92563e-07,4.61204e-08
0.214968,0.000395134,0.00151091,7.20495e-08,3.25639e-09,3.74387e-08,4.03199e-10,0.251182,0.000150667,0.000366907,2.48625e-07,2.64086e-09,9.04478e-08,5.98599e-10,0.33632,8.77792e-05,0.000128005,9.93339e-07,8.98793e-09,3.41128e-07,2.75248e-09,0.194568,0.000188479,0.000130539,2.47872e-06,2.13829e-07,8.35547e-07,6.5293e-08
0.214763,0.000421268,0.00168961,7.68784e-08,3.68679e-09,3.99323e-08,4.30405e-10,0.251047,0.000188322,0.000464263,3.11278e-07,3.39088e-09,1.13087e-07,7.50023e-10,0.33623,0.000124013,0.000181491,1.40582e-06,1.28867e-08,4.82006e-07,3.89873e-09,0.194435,0.000265656,0.000184702,3.50108e-06,3.0614e-07,1.17797e-06,9.23112e-08
0.214545,0.000448923,0.00188013,8.19958e-08,4.14604e-09,4.25734e-08,4.59252e-10,0.250878,0.000235296,0.00058595,3.89484e-07,4.32991e-09,1.4135e-07,9.39026e-10,0.336103,0.000175169,0.000257055,1.9884e-06,1.84043e-08,6.8097e-07,5.51768e-09,0.194249,0.000374309,0.000261043,4.94161e-06,4.36525e-07,1.66032e-06,1.30385e-07
0.214313,0.000478157,0.00208316,8.74146e-08,4.63587e-09,4.53681e-08,4.89822e-10,0.250667,0.000293845,0.00073799,4.87083e-07,5.50486e-09,1.76608e-07,1.17495e-09,0.335923,0.00024736,0.00036379,2.81112e-06,2.62086e-08,9.61875e-07,7.80423e-09,0.193986,0.000527147,0.000368608,6.97077e-06,6.20558e-07,2.33938e-06,1.84033e-07
0.214066,0.000509026,0.0022994,9.31477e-08,5.15806e-09,4.83225e-08,5.22193e-10,0.250404,0.000366743,0.000927864,6.0883e-07,6.97423e-09,2.20554e-07,1.46937e-09,0.335669,0.000349166,0.000514513,3.97266e-06,3.72418e-08,1.35828e-06,1.10333e-08,0.193617,0.000741894,0.000520095,9.82777e-06,8.8016e-07,3.2946e-06,2.59602e-07
0.213803,0.000541585,0.00252961,9.92072e-08,5.7145e-09,5.14422e-08,5.56441e-10,0.250077,0.000457381,0.00116484,7.60595e-07,8.81088e-09,2.75269e-07,1.83665e-09,0.335311,0.000492601,0.00072727,5.61193e-06,5.2834e-08,1.91731e-06,1.55922e-08,0.193098,0.00104313,0.000733294,1.38475e-05,1.24616e-06,4.63674e-06,3.66001e-07
0.213524,0.000575884,0.00277454,1.05605e-07,6.30714e-09,5.47326e-08,5.92639e-10,0.249668,0.000569885,0.00146039,9.49605e-07,1.11053e-08,3.433e-07,2.29447e-09,0.334807,0.000694421,0.00102743,7.9241e-06,7.48601e-08,2.70493e-06,2.20261e-08,0.19237,0.00146473,0.00103306,1.94977e-05,1.76186e-06,6.51944e-06,5.15703e-07
0.213227,0.000611967,0.00303498,1.12352e-07,6.938e-09,5.81988e-08,6.30857e-10,0.24916,0.000709231,0.00182863,1.18472e-06,1.397e-08,4.27743e-07,2.86466e-09,0.334097,0.000977859,0.00145056,1.11827e-05,1.05961e-07,3.81315e-06,3.11011e-08,0.191353,0.00205288,0.00145399,2.74281e-05,2.48799e-06,9.15438e-06,7.26123e-07
0.212913,0.000649873,0.00331175,1.19458e-07,7.60916e-09,6.18453e-08,6.71161e-10,0.24853,0.000881365,0.00228691,1.47672e-06,1.75439e-08,5.32333e-07,3.57391e-09,0.3331,0.00137487,0.0020464,1.57696e-05,1.49852e-07,5.36954e-06,4.38905e-08,0.189934,0.00286964,0.00204393,3.85364e-05,3.50945e-06,1.28302e-05,1.02146e-06
0.212626,0.000642428,0.00360565,1.26933e-07,8.32277e-09,6.56761e-08,7.13612e-10,0.247951,0.000890578,0.00285643,1.8387e-06,2.19987e-08,6.61532e-07,4.45481e-09,0.332271,0.00135945,0.00288415,2.22154e-05,2.11745e-07,7.54955e-06,6.18935e-08,0.189175,0.00278673,0.0028686,5.40521e-05,4.9446e-06,1.79349e-05,1.43515e-06
0.212343,0.000634688,0.00389619,1.30013e-07,9.08103e-09,6.49238e-08,7.58264e-10,0.247367,0.000898524,0.00343196,2.13416e-06,2.75455e-08,6.68447e-07,5.54676e-09,0.331453,0.00134217,0.00371295,2.81256e-05,2.98938e-07,7.46493e-06,8.71927e-08,0.188441,0.00270328,0.00366986,6.80756e-05,6.95759e-06,1.74167e-05,2.01298e-06
0.212064,0.00062667,0.00418324,1.30811e-07,9.8577e-09,6.41416e-08,7.76667e-10,0.246779,0.000905154,0.00401269,2.37565e-06,3.39836e-08,6.74412e-07,6.43807e-09,0.330648,0.00132313,0.00453162,3.35272e-05,4.09327e-07,7.37005e-06,1.10389e-07,0.187732,0.00261956,0.00444753,8.06972e-05,9.49282e-06,1.68951e-05,2.53524e-06
0.211789,0.000618391,0.00446666,1.3041e-07,1.06391e-08,6.33312e-08,7.81431e-10,0.246189,0.000910427,0.00459775,2.57312e-06,4.11501e-08,6.79388e-07,7.16657e-09,0.329856,0.00130243,0.00533907,3.84462e-05,5.40917e-07,7.26547e-06,1.3159e-07,0.187048,0.00253584,0.00520149,9.20032e-05,1.24981e-05,1.63719e-05,3.00528e-06
0.211518,0.000609869,0.00474633,1.29367e-07,1.14182e-08,6.24946e-08,7.79034e-10,0.245596,0.00091431,0.00518625,2.7345e-06,4.89124e-08,6.83346e-07,7.7623e-09,0.329079,0.00128018,0.00613423,4.29072e-05,6.91813e-07,7.15179e-06,1.50896e-07,0.186387,0.00245239,0.00593171,0.000102076,1.59244e-05,1.58487e-05,3.42633e-06
0.211251,0.000601122,0.00502215,1.27971e-07,1.2191e-08,6.16333e-08,7.72806e-10,0.245003,0.000916777,0.00577729,2.86606e-06,5.71616e-08,6.8626e-07,8.24912e-09,0.328316,0.00125652,0.00691616,4.69339e-05,8.60218e-07,7.02964e-06,1.68405e-07,0.185751,0.00236943,0.00663823,0.000110995,1.97259e-05,1.53271e-05,3.80147e-06
0.210988,0.000592168,0.00529402,1.26372e-07,1.29554e-08,6.07494e-08,7.64468e-10,0.244409,0.000917811,0.00636995,2.97278e-06,6.58075e-08,6.88112e-07,8.64598e-09,0.32757,0.00123155,0.00768394,5.05488e-05,1.04443e-06,6.89969e-06,1.84209e-07,0.185138,0.00228718,0.00732117,0.000118836,2.38595e-05,1.48086e-05,4.13363e-06
0.210729,0.000583025,0.00556184,1.24646e-07,1.37104e-08,5.98445e-08,7.54912e-10,0.243816,0.000917406,0.0069633,3.05862e-06,7.47755e-08,6.88888e-07,8.96792e-09,0.32684,0.00120542,0.00843678,5.37736e-05,1.24283e-06,6.76261e-06,1.98397e-07,0.184549,0.00220583,0.0079807,0.00012567,2.82852e-05,1.42945e-05,4.42563e-06
0.210475,0.000573712,0.00582552,1.22838e-07,1.4455e-08,5.89205e-08,7.44606e-10,0.243224,0.000915563,0.00755641,3.12675e-06,8.40024e-08,6.88584e-07,9.2269e-09,0.326126,0.00117825,0.00917392,5.66293e-05,1.45388e-06,6.61912e-06,2.11054e-07,0.183982,0.00212556,0.00861706,0.000131567,3.29653e-05,1.37861e-05,4.68015e-06
0.210225,0.000564244,0.00608499,1.20969e-07,1.51888e-08,5.79793e-08,7.33801e-10,0.242636,0.000912292,0.00814834,3.17968e-06,9.34348e-08,6.872e-07,9.43242e-09,0.325431,0.00115018,0.00989472,5.91359e-05,1.67614e-06,6.46993e-06,2.22263e-07,0.183438,0.00204654,0.00923052,0.000136592,3.78651e-05,1.32845e-05,4.89976e-06
0.209979,0.000554641,0.00634018,1.19054e-07,1.59114e-08,5.70225e-08,7.22638e-10,0.24205,0.000907613,0.00873816,3.21941e-06,1.03027e-07,6.84745e-07,9.59208e-09,0.324754,0.00112132,0.0105986,6.13128e-05,1.90824e-06,6.31575e-06,2.32101e-07,0.182915,0.00196891,0.00982144,0.000140808,4.2952e-05,1.27906e-05,5.08691e-06
0.209738,0.00054492,0.00659102,1.17102e-07,1.66226e-08,5.6052e-08,7.11199e-10,0.24147,0.000901553,0.00932498,3.24757e-06,1.12739e-07,6.81233e-07,9.71195e-09,0.324095,0.00109181,0.0112851,6.3179e-05,2.14889e-06,6.1573e-06,2.40645e-07,0.182414,0.00189279,0.0103902,0.000144274,4.81959e-05,1.23054e-05,5.24391e-06
0.209502,0.000535096,0.00683747,1.15118e-07,1.73221e-08,5.50696e-08,6.99535e-10,0.240894,0.00089415,0.00990788,3.26548e-06,1.22536e-07,6.76685e-07,9.7969e-09,0.323454,0.00106178,0.0119537,6.47525e-05,2.39686e-06,5.99527e-06,2.47969e-07,0.181933,0.00181829,0.0109371,0.000147047,5.35689e-05,1.18297e-05,5.37299e-06
0.209269,0.000525188,0.00707947,1.13108e-07,1.80098e-08,5.40768e-08,6.87685e-10,0.240325,0.000885447,0.010486,3.27419e-06,1.32387e-07,6.71129e-07,9.8509e-09,0.322833,0.00103134,0.0126041,6.6051e-05,2.651e-06,5.83036e-06,2.54145e-07,0.181473,0.0017455,0.0114628,0.00014918,5.90451e-05,1.1364e-05,5.47624e-06
