S_0,I_0,R_0,Q_0,D_0,Q_entry_0,D_entry_0,S_1,I_1,R_1,Q_1,D_1,Q_entry_1,D_entry_1,S_2,I_2,R_2,Q_2,D_2,Q_entry_2,D_entry_2,S_3,I_3,R_3,Q_3,D_3,Q_entry_3,D_entry_3
0.216711,0.000163131,0,0,0,0,0,0.25169,9.35653e-06,0,0,0,0,0,0.336536,9.54557e-07,0,0,0,0,0,0.194887,2.27479e-06,0,0,0,0,0
0.216622,0.000171607,8.07332e-05,2.69563e-08,0,2.69563e-08,0,0.251682,1.17677e-05,6.04101e-06,6.45302e-09,0,6.45302e-09,0,0.336535,1.35007e-06,5.78458e-07,5.03055e-09,0,5.03055e-09,0,0.194886,3.19757e-06,6.62189e-07,1.43329e-08,0,1.43329e-08,0
0.216528,0.000180485,0.000165675,4.17208e-08,1.14525e-10,2.83569e-08,1.14525e-10,0.251671,1.47998e-05,1.36402e-05,1.31367e-08,2.195e-11,8.11595e-09,2.195e-11,0.336533,1.90946e-06,1.39692e-06,1.18053e-08,2.04297e-11,7.11494e-09,2.04297e-11,0.194883,4.49466e-06,1.59335e-06,3.36067e-08,5.18692e-10,2.01472e-08,5.18692e-10
0.216429,0.000189779,0.000255017,5.05074e-08,2.91777e-10,2.98238e-08,1.77252e-10,0.251658,1.86127e-05,2.31985e-05,2.04282e-08,6.66345e-11,1.02072e-08,4.46846e-11,0.336531,2.70063e-06,2.5548e-06,2.107e-08,6.83725e-11,1.00629e-08,4.79428e-11,0.19488,6.31788e-06,2.90257e-06,5.98785e-08,1.73488e-09,2.83198e-08,1.21619e-09
0.216326,0.000199504,0.000348963,5.63992e-08,5.0636e-10,3.13596e-08,2.14583e-10,0.251641,2.3407e-05,3.52202e-05,2.8731e-08,1.36121e-10,1.28368e-08,6.94865e-11,0.336529,3.81958e-06,4.19271e-06,3.38776e-08,1.5394e-10,1.42324e-08,8.55678e-11,0.194876,8.8806e-06,4.74318e-06,9.60371e-08,3.90182e-09,3.98075e-08,2.16694e-09
0.216217,0.000209676,0.000447725,6.09272e-08,7.45974e-10,3.29666e-08,2.39614e-10,0.25162,2.94347e-05,5.03391e-05,3.84975e-08,2.3385e-10,1.61433e-08,9.77285e-11,0.336525,5.40212e-06,6.50951e-06,5.17162e-08,2.91521e-10,2.01293e-08,1.37581e-10,0.19487,1.24827e-05,7.33069e-06,1.46139e-07,7.37729e-09,5.59546e-08,3.47548e-09
0.216102,0.000220308,0.000551523,6.48528e-08,1.00483e-09,3.46474e-08,2.58852e-10,0.251593,3.70125e-05,6.93519e-05,5.02536e-08,3.64799e-10,2.03006e-08,1.30949e-10,0.336519,7.64028e-06,9.78647e-06,7.66885e-08,5.01547e-10,2.84694e-08,2.10026e-10,0.194861,1.75456e-05,1.0968e-05,2.15884e-07,1.26659e-08,7.86506e-08,5.28862e-09
0.215982,0.000231416,0.000660586,6.85559e-08,1.28036e-09,3.64043e-08,2.7553e-10,0.25156,4.65376e-05,9.32599e-05,6.46267e-08,5.35736e-10,2.55268e-08,1.70938e-10,0.336511,1.08056e-05,1.44213e-05,1.11767e-07,8.12988e-10,4.02646e-08,3.11441e-10,0.194848,2.46613e-05,1.60808e-05,3.13279e-07,2.04785e-08,1.10551e-07,7.81261e-09
0.215856,0.000243014,0.000775147,7.22273e-08,1.57162e-09,3.82399e-08,2.91263e-10,0.251518,5.85084e-05,0.000123321,8.2379e-08,7.55564e-10,3.20961e-08,2.19828e-10,0.3365,1.5282e-05,2.09766e-05,1.61156e-07,1.26689e-09,5.6946e-08,4.53901e-10,0.194831,3.46619e-05,2.32675e-05,4.49574e-07,3.18157e-08,1.55385e-07,1.13372e-08
0.215724,0.000255116,0.00089545,7.59639e-08,1.87848e-09,4.01563e-08,3.06861e-10,0.251465,7.35496e-05,0.000161115,1.04447e-07,1.03578e-09,4.03521e-08,2.80212e-10,0.336485,2.16124e-05,3.02477e-05,2.30795e-07,1.92136e-09,8.0537e-08,6.54472e-10,0.194807,4.87156e-05,3.33686e-05,6.40574e-07,4.80853e-08,2.18397e-07,1.62696e-08
0.215585,0.000267735,0.00102174,7.98161e-08,2.20121e-09,4.2156e-08,3.22736e-10,0.251398,9.24436e-05,0.000208624,1.31991e-07,1.39105e-09,5.07258e-08,3.55277e-10,0.336462,3.0564e-05,4.33594e-05,3.29087e-07,2.85865e-09,1.13898e-07,9.37287e-10,0.194772,6.84632e-05,4.75656e-05,9.08484e-07,7.1267e-08,3.06946e-07,2.31816e-08
0.215439,0.000280884,0.00115428,8.38111e-08,2.54032e-09,4.42413e-08,3.39102e-10,0.251315,0.000116169,0.000268339,1.66452e-07,1.84002e-09,6.37566e-08,4.48967e-10,0.336431,4.32213e-05,6.19021e-05,4.67908e-07,4.19511e-09,1.61074e-07,1.33646e-09,0.194724,9.62073e-05,6.75176e-05,1.28449e-06,1.04144e-07,4.31371e-07,3.2877e-08
