S_0,I_0,R_0,Q_0,D_0,Q_entry_0,D_entry_0,S_1,I_1,R_1,Q_1,D_1,Q_entry_1,D_entry_1,S_2,I_2,R_2,Q_2,D_2,Q_entry_2,D_entry_2,S_3,I_3,R_3,Q_3,D_3,Q_entry_3,D_entry_3
0.216703,0.000171393,0,0,0,0,0,0.25169,1.00024e-05,0,0,0,0,0,0.336536,9.70313e-07,0,0,0,0,0,0.194887,2.29368e-06,0,0,0,0,0
0.216611,0.000181368,8.18284e-05,3.7407e-08,0,3.7407e-08,0,0.251681,1.24415e-05,6.49135e-06,6.71427e-09,0,6.71427e-09,0,0.336535,1.37099e-06,5.90719e-07,5.05767e-09,0,5.05767e-09,0,0.194886,3.222e-06,6.7009e-07,1.42066e-08,0,1.42066e-08,0
0.216514,0.000191883,0.000168439,5.73886e-08,2.66737e-10,3.95842e-08,2.66737e-10,0.251669,1.54751e-05,1.45671e-05,1.36213e-08,2.42905e-11,8.3516e-09,2.42905e-11,0.336533,1.93713e-06,1.4257e-06,1.18574e-08,1.82626e-11,7.14617e-09,1.82626e-11,0.194883,4.52601e-06,1.61176e-06,3.32617e-08,5.27676e-10,1.99564e-08,5.27676e-10
0.216411,0.000202962,0.000260079,6.91941e-08,6.75957e-10,4.18791e-08,4.0922e-10,0.251656,1.92477e-05,2.4613e-05,2.10785e-08,7.35686e-11,1.03879e-08,4.92781e-11,0.336531,2.73703e-06,2.60577e-06,2.11422e-08,6.10783e-11,1.00971e-08,4.28156e-11,0.19488,6.35775e-06,2.93489e-06,5.91845e-08,1.76311e-09,2.80332e-08,1.23544e-09
0.216303,0.000214628,0.000357015,7.7231e-08,1.16936e-09,4.4297e-08,4.93401e-10,0.251638,2.39391e-05,3.71089e-05,2.94638e-08,1.49825e-10,1.29204e-08,7.62565e-11,0.336529,3.86722e-06,4.27343e-06,3.39604e-08,1.3742e-10,1.42665e-08,7.63421e-11,0.194876,8.93075e-06,4.79384e-06,9.48081e-08,3.9614e-09,3.93786e-08,2.19829e-09
0.216188,0.000226907,0.000459526,8.36025e-08,1.72007e-09,4.68433e-08,5.50709e-10,0.251617,2.97725e-05,5.26511e-05,3.9194e-08,2.56417e-10,1.60696e-08,1.06592e-10,0.336525,5.46405e-06,6.62996e-06,5.17916e-08,2.60047e-10,2.01575e-08,1.22627e-10,0.194869,1.25449e-05,7.40542e-06,1.44108e-07,7.48286e-09,5.53153e-08,3.52146e-09
0.216066,0.000239825,0.000567902,8.93151e-08,2.31621e-09,4.95233e-08,5.96142e-10,0.25159,3.70251e-05,7.19812e-05,5.07466e-08,3.98211e-10,1.99853e-08,1.41794e-10,0.336519,7.72019e-06,9.95979e-06,7.67246e-08,4.47061e-10,2.84809e-08,1.87013e-10,0.194861,1.76214e-05,1.10742e-05,2.12666e-07,1.28355e-08,7.77006e-08,5.35261e-09
0.215938,0.000253406,0.000682448,9.48534e-08,2.95309e-09,5.23426e-08,6.36878e-10,0.251557,4.60409e-05,9.60205e-05,6.4682e-08,5.81799e-10,2.48538e-08,1.83588e-10,0.336511,1.09078e-05,1.46648e-05,1.1171e-07,7.24104e-10,4.02408e-08,2.77044e-10,0.194848,2.47515e-05,1.62278e-05,3.08316e-07,2.07345e-08,1.09143e-07,7.89904e-09
0.215803,0.000267676,0.000803481,1.00454e-07,3.62946e-09,5.53067e-08,6.76369e-10,0.251516,5.72468e-05,0.000125914,8.16712e-08,8.15801e-10,3.09058e-08,2.34002e-10,0.3365,1.54112e-05,2.13126e-05,1.60913e-07,1.12747e-09,5.68557e-08,4.0337e-10,0.194831,3.47657e-05,2.34669e-05,4.4206e-07,3.21863e-08,1.53306e-07,1.14518e-08
0.21566,0.00028266,0.00093133,1.06233e-07,4.34576e-09,5.84211e-08,7.16302e-10,0.251465,7.11717e-05,0.000163083,1.02527e-07,1.11127e-09,3.8428e-08,2.95465e-10,0.336484,2.17734e-05,3.07052e-05,2.30219e-07,1.70851e-09,8.03293e-08,5.81038e-10,0.194806,4.88293e-05,3.36352e-05,6.29345e-07,4.86057e-08,2.15332e-07,1.64194e-08
