S_0,I_0,R_0,Q_0,D_0,Q_entry_0,D_entry_0,S_1,I_1,R_1,Q_1,D_1,Q_entry_1,D_entry_1,S_2,I_2,R_2,Q_2,D_2,Q_entry_2,D_entry_2,S_3,I_3,R_3,Q_3,D_3,Q_entry_3,D_entry_3
0.216715,0.000159413,0,0,0,0,0,0.251695,4.46539e-06,0,0,0,0,0,0.336536,8.87716e-07,0,0,0,0,0,0.194887,2.38668e-06,0,0,0,0,0
0.216637,0.00016757,6.94324e-05,2.0211e-08,0,2.0211e-08,0,0.251691,5.80005e-06,2.81244e-06,2.66949e-09,0,2.66949e-09,0,0.336535,1.26083e-06,5.39325e-07,4.82412e-09,0,4.82412e-09,0,0.194885,3.34675e-06,7.00097e-07,1.51659e-08,0,1.51659e-08,0
0.216556,0.000176116,0.000142426,3.30697e-08,3.63136e-11,2.12453e-08,3.63136e-11,0.251686,7.53355e-06,6.4661e-06,5.50759e-09,1.25433e-11,3.46738e-09,1.25433e-11,0.336534,1.79075e-06,1.30565e-06,1.13325e-08,2.01121e-11,6.85172e-09,2.01121e-11,0.194883,4.69301e-06,1.68221e-06,3.54838e-08,5.59213e-10,2.12666e-08,5.59213e-10
0.21647,0.000185065,0.000219147,4.16762e-08,9.57308e-11,2.23287e-08,5.94172e-11,0.251679,9.78499e-06,1.12122e-05,8.71297e-09,3.84221e-11,4.5037e-09,2.58788e-11,0.336532,2.5434e-06,2.39437e-06,2.02575e-08,6.73582e-11,9.7315e-09,4.72461e-11,0.19488,6.58076e-06,3.05974e-06,6.30853e-08,1.86761e-09,2.98213e-08,1.30839e-09
0.21638,0.000194433,0.00029977,4.7846e-08,1.70611e-10,2.34633e-08,7.48806e-11,0.251669,1.2709e-05,1.73771e-05,1.25087e-08,7.93622e-11,5.84965e-09,4.09401e-11,0.336529,3.61237e-06,3.94095e-06,3.26374e-08,1.51813e-10,1.38216e-08,8.4455e-11,0.194875,9.22779e-06,4.99173e-06,1.00956e-07,4.19375e-09,4.18168e-08,2.32614e-09
0.216285,0.000204237,0.000384475,5.26434e-08,2.56577e-10,2.46511e-08,8.5966e-11,0.251658,1.65065e-05,2.53845e-05,1.71577e-08,1.38137e-10,7.5977e-09,5.87753e-11,0.336525,5.13059e-06,6.1378e-06,4.99453e-08,2.87881e-10,1.96307e-08,1.36068e-10,0.194869,1.29394e-05,7.70116e-06,1.53277e-07,7.91628e-09,5.86371e-08,3.72253e-09
0.216186,0.000214491,0.000473453,5.6693e-08,3.51163e-10,2.5894e-08,9.45857e-11,0.251642,2.14378e-05,3.57848e-05,2.2981e-08,2.18757e-10,9.86786e-09,8.06198e-11,0.33652,7.28683e-06,9.2582e-06,7.42719e-08,4.96107e-10,2.78812e-08,2.08226e-10,0.19486,1.81436e-05,1.15007e-05,2.2591e-07,1.35681e-08,8.22221e-08,5.65178e-09
0.216082,0.000225212,0.000566898,6.03623e-08,4.53025e-10,2.71941e-08,1.01862e-10,0.251622,2.78412e-05,4.92922e-05,3.03795e-08,3.26739e-10,1.28159e-08,1.07982e-10,0.336513,1.03492e-05,1.36902e-05,1.08585e-07,8.05752e-10,3.95989e-08,3.09645e-10,0.194847,2.54402e-05,1.68286e-05,3.27069e-07,2.1898e-08,1.15292e-07,8.32998e-09
0.215973,0.000236416,0.000665014,6.38683e-08,5.61479e-10,2.85534e-08,1.08454e-10,0.251597,3.61552e-05,6.68345e-05,3.98621e-08,4.69485e-10,1.6644e-08,1.42746e-10,0.336502,1.46982e-05,1.99851e-05,1.57097e-07,1.25845e-09,5.62405e-08,4.52699e-10,0.194829,3.56702e-05,2.42995e-05,4.68266e-07,3.39581e-08,1.61658e-07,1.206e-08
0.215858,0.00024812,0.000768012,6.73401e-08,6.76233e-10,2.99739e-08,1.14754e-10,0.251563,4.69485e-05,8.96153e-05,5.20796e-08,6.56787e-10,2.16142e-08,1.87302e-10,0.336487,2.08744e-05,2.89254e-05,2.25792e-07,1.9134e-09,7.98746e-08,6.54951e-10,0.194804,5.00115e-05,3.47749e-05,6.65635e-07,5.12244e-08,2.26663e-07,1.72664e-08
0.215738,0.000260339,0.000876109,7.0855e-08,7.97225e-10,3.14578e-08,1.20992e-10,0.251519,6.0958e-05,0.000119197,6.78695e-08,9.01496e-10,2.80667e-08,2.44709e-10,0.336465,2.96448e-05,4.16226e-05,3.2316e-07,2.85474e-09,1.13438e-07,9.41342e-10,0.194769,7.01144e-05,4.94621e-05,9.41788e-07,7.57683e-08,3.17794e-07,2.45439e-08
0.215612,0.00027309,0.00098953,7.44607e-08,9.24532e-10,3.3007e-08,1.27307e-10,0.251463,7.91383e-05,0.000157606,8.83124e-08,1.2204e-09,3.64418e-08,3.18902e-10,0.336435,4.20983e-05,5.96547e-05,4.6126e-07,4.20202e-09,1.61099e-07,1.34728e-09,0.19472,9.82889e-05,7.00533e-05,1.32841e-06,1.10495e-07,4.45535e-07,3.47265e-08
0.215479,0.000286388,0.00110851,7.81868e-08,1.05832e-09,3.46236e-08,1.33785e-10,0.251389,0.000102724,0.00020747,1.14805e-07,1.63536e-09,4.73103e-08,4.14958e-10,0.336391,5.97792e-05,8.52621e-05,6.57207e-07,6.12505e-09,2.28775e-07,1.92303e-09,0.194651,0.000137768,9.8919e-05,1.86987e-06,1.59477e-07,6.24567e-07,4.89823e-08
0.215341,0.000300248,0.00123327,8.20526e-08,1.1988e-09,3.63095e-08,1.4048e-10,0.251294,0.000133311,0.000272195,1.49152e-07,2.17479e-09,6.14104e-08,5.39439e-10,0.336329,8.48781e-05,0.000121625,9.35293e-07,8.865e-09,3.24859e-07,2.73995e-09,0.194554,0.000193069,0.000139379,2.62833e-06,2.28425e-07,8.75431e-07,6.89477e-08
0.215195,0.000314685,0.00136408,8.60716e-08,1.34622e-09,3.80667e-08,1.47426e-10,0.25117,0.000172959,0.000356193,1.93688e-07,2.87562e-09,7.9696e-08,7.00828e-10,0.336242,0.000120499,0.000173254,1.32998e-06,1.27643e-08,4.61253e-07,3.89931e-09,0.194419,0.000270502,0.000196081,3.69074e-06,3.25339e-07,1.22684e-06,9.69141e-08
0.215043,0.000329714,0.00150118,9.02534e-08,1.50087e-09,3.98972e-08,1.54647e-10,0.25101,0.00022432,0.000465173,2.51428e-07,3.78571e-09,1.03398e-07,9.10092e-10,0.336117,0.000171036,0.000246551,1.89016e-06,1.83091e-08,6.54828e-07,5.54479e-09,0.194229,0.000378859,0.000275523,5.17873e-06,4.61427e-07,1.71888e-06,1.36089e-07
0.214884,0.000345348,0.00164482,9.46053e-08,1.66303e-09,4.18026e-08,1.6216e-10,0.250802,0.0002908,0.000606514,3.26261e-07,4.96711e-09,1.34103e-07,1.1814e-09,0.335941,0.000242703,0.00035059,2.6851e-06,2.61893e-08,9.29463e-07,7.8802e-09,0.193964,0.000530362,0.000386789,7.26218e-06,6.52383e-07,2.40742e-06,1.90955e-07
