S_0,I_0,R_0,Q_0,D_0,Q_entry_0,D_entry_0,S_1,I_1,R_1,Q_1,D_1,Q_entry_1,D_entry_1,S_2,I_2,R_2,Q_2,D_2,Q_entry_2,D_entry_2,S_3,I_3,R_3,Q_3,D_3,Q_entry_3,D_entry_3
0.216714,0.000159813,0,0,0,0,0,0.251695,4.07651e-06,0,0,0,0,0,0.336536,8.07526e-07,0,0,0,0,0,0.194887,2.28649e-06,0,0,0,0,0
0.216632,0.000171405,7.1068e-05,1.74925e-08,0,1.74925e-08,0,0.251692,5.30143e-06,2.50965e-06,2.85275e-09,0,2.85275e-09,0,0.336535,1.15279e-06,4.83673e-07,4.12205e-09,0,4.12205e-09,0,0.194886,3.20853e-06,6.8967e-07,1.51485e-08,0,1.51485e-08,0
0.216543,0.000183805,0.0001473,2.73679e-08,7.34407e-11,1.87614e-08,7.34407e-11,0.251687,6.89434e-06,5.77419e-06,5.75314e-09,1.66175e-11,3.70996e-09,1.66175e-11,0.336534,1.64567e-06,1.17444e-06,9.68988e-09,1.75381e-11,5.88445e-09,1.75381e-11,0.194883,4.50237e-06,1.65782e-06,3.54935e-08,5.43311e-10,2.12573e-08,5.43311e-10
0.216448,0.000197063,0.000229051,3.3584e-08,1.88342e-10,2.01186e-08,1.14902e-10,0.251681,8.96576e-06,1.00202e-05,8.94515e-09,5.01298e-11,4.82468e-09,3.35123e-11,0.336532,2.34927e-06,2.16083e-06,1.73459e-08,5.87658e-11,8.40037e-09,4.12277e-11,0.19488,6.31792e-06,3.01673e-06,6.31853e-08,1.81631e-09,2.98293e-08,1.273e-09
0.216346,0.000211232,0.000316701,3.80935e-08,3.29342e-10,2.15698e-08,1.40999e-10,0.251672,1.16593e-05,1.55423e-05,1.26809e-08,1.02236e-10,6.27427e-09,5.2106e-11,0.33653,3.35369e-06,3.5692e-06,2.80055e-08,1.32568e-10,1.19919e-08,7.38021e-11,0.194876,8.8655e-06,4.92394e-06,1.01238e-07,4.08249e-09,4.18577e-08,2.26618e-09
0.216237,0.000226369,0.000410654,4.18632e-08,4.89274e-10,2.31207e-08,1.59932e-10,0.251662,1.51618e-05,2.27238e-05,1.72415e-08,1.76103e-10,8.15923e-09,7.3867e-11,0.336526,4.78752e-06,5.57994e-06,4.29734e-08,2.51724e-10,1.7119e-08,1.19156e-10,0.194869,1.24402e-05,7.60049e-06,1.53877e-07,7.71345e-09,5.8736e-08,3.63096e-09
0.21612,0.000242532,0.000511341,4.53748e-08,6.65033e-10,2.47776e-08,1.75759e-10,0.251648,1.97157e-05,3.20627e-05,2.29588e-08,2.76535e-10,1.06103e-08,1.00432e-10,0.336521,6.83431e-06,8.45057e-06,6.41106e-08,4.34563e-10,2.44381e-08,1.8284e-10,0.19486,1.7456e-05,1.13566e-05,2.2703e-07,1.32324e-08,8.24193e-08,5.5189e-09
0.215995,0.000259781,0.000619217,4.88716e-08,8.55534e-10,2.65467e-08,1.90502e-10,0.25163,2.56366e-05,4.42068e-05,3.02405e-08,4.10272e-10,1.37971e-08,1.33736e-10,0.336514,9.75606e-06,1.25487e-05,9.40721e-08,7.07336e-10,3.4886e-08,2.72773e-10,0.194848,2.44935e-05,1.66273e-05,3.29008e-07,2.13749e-08,1.1565e-07,8.14257e-09
0.215861,0.000278179,0.000734765,5.24801e-08,1.06072e-09,2.84347e-08,2.05183e-10,0.251606,3.33337e-05,5.9998e-05,3.95992e-08,5.86424e-10,1.79405e-08,1.76153e-10,0.336504,1.39267e-05,1.83989e-05,1.36646e-07,1.10759e-09,4.98001e-08,4.0025e-10,0.194831,3.43672e-05,2.40233e-05,4.7147e-07,3.3175e-08,1.62275e-07,1.18001e-08
0.215718,0.000297791,0.000858496,5.62693e-08,1.28105e-09,3.04485e-08,2.20333e-10,0.251576,4.33391e-05,8.05305e-05,5.16885e-08,8.17092e-10,2.33271e-08,2.30668e-10,0.33649,1.98797e-05,2.67503e-05,1.9724e-07,1.68898e-09,7.10892e-08,5.81392e-10,0.194806,4.8219e-05,3.44009e-05,6.70768e-07,5.00845e-08,2.27691e-07,1.69096e-08
0.215565,0.000318684,0.000990951,6.02804e-08,1.51729e-09,3.25952e-08,2.36242e-10,0.251536,5.63428e-05,0.000107226,6.73488e-08,1.11818e-09,3.03289e-08,3.01089e-10,0.336469,2.83766e-05,3.86717e-05,2.83566e-07,2.52818e-09,1.01477e-07,8.39199e-10,0.194772,6.76493e-05,4.89615e-05,9.49836e-07,7.41421e-08,3.19462e-07,2.40575e-08
0.215401,0.000340926,0.0011327,6.45407e-08,1.77037e-09,3.4882e-08,2.53082e-10,0.251484,7.32401e-05,0.000141931,8.7665e-08,1.51049e-09,3.94289e-08,3.92311e-10,0.33644,4.05035e-05,5.56887e-05,4.06634e-07,3.73467e-09,1.4485e-07,1.20649e-09,0.194724,9.49009e-05,6.93896e-05,1.34083e-06,1.08209e-07,4.48192e-07,3.40664e-08
0.215225,0.000364587,0.00128434,6.90714e-08,2.04134e-09,3.73166e-08,2.70968e-10,0.251417,9.51912e-05,0.000187045,1.1404e-07,2.02115e-09,5.12537e-08,5.10654e-10,0.336398,5.78091e-05,7.9978e-05,5.82151e-07,5.46479e-09,2.06751e-07,1.73012e-09,0.194656,0.000133114,9.80471e-05,1.88882e-06,1.56298e-07,6.2874e-07,4.80896e-08
0.215038,0.000389738,0.00144651,7.38904e-08,2.33133e-09,3.99065e-08,2.8999e-10,0.25133,0.000123698,0.00024568,1.48292e-07,2.68544e-09,6.66151e-08,6.64292e-10,0.336339,8.25013e-05,0.000114645,8.32524e-07,7.94168e-09,2.95088e-07,2.47689e-09,0.194562,0.000186681,0.000138244,2.65698e-06,2.24042e-07,8.81909e-07,6.77438e-08
0.214838,0.00041645,0.00161986,7.90144e-08,2.64155e-09,4.26594e-08,3.10222e-10,0.251217,0.000160702,0.000321874,1.92773e-07,3.54925e-09,8.65643e-08,8.63811e-10,0.336254,0.000117725,0.00016412,1.18971e-06,1.14838e-08,4.21131e-07,3.54215e-09,0.194429,0.000261739,0.000194617,3.73378e-06,3.19336e-07,1.2368e-06,9.52944e-08
0.214624,0.000444793,0.00180509,8.44591e-08,2.97329e-09,4.55831e-08,3.31734e-10,0.25107,0.00020871,0.000420862,2.50527e-07,4.67216e-09,1.1246e-07,1.12291e-09,0.336132,0.000167958,0.000234719,1.69926e-06,1.65457e-08,6.00933e-07,5.06187e-09,0.194243,0.000366849,0.000273656,5.24301e-06,4.53251e-07,1.73408e-06,1.33914e-07
0.214396,0.000474838,0.00200293,9.02404e-08,3.32788e-09,4.86855e-08,3.54594e-10,0.250879,0.000270949,0.000549421,3.25487e-07,6.1315e-09,1.46056e-07,1.45933e-09,0.335959,0.000239561,0.000335441,2.42608e-06,2.37756e-08,8.57346e-07,7.22986e-09,0.193983,0.000513921,0.000384436,7.35773e-06,6.41294e-07,2.43046e-06,1.88044e-07
