S_0,I_0,R_0,Q_0,D_0,Q_entry_0,D_entry_0,S_1,I_1,R_1,Q_1,D_1,Q_entry_1,D_entry_1,S_2,I_2,R_2,Q_2,D_2,Q_entry_2,D_entry_2,S_3,I_3,R_3,Q_3,D_3,Q_entry_3,D_entry_3
0.216736,0.000137991,0,0,0,0,0,0.251697,2.35942e-06,0,0,0,0,0,0.336536,8.20659e-07,0,0,0,0,0,0.194887,2.20312e-06,0,0,0,0,0
0.216662,0.000147532,6.42947e-05,2.39666e-08,0,2.39666e-08,0,0.251695,3.15524e-06,1.45426e-06,1.39456e-09,0,1.39456e-09,0,0.336535,1.17001e-06,4.98388e-07,4.32397e-09,0,4.32397e-09,0,0.194886,3.09394e-06,6.79083e-07,1.45432e-08,0,1.45432e-08,0
0.216583,0.000157707,0.000133048,3.64367e-08,6.28628e-11,2.56238e-08,6.28628e-11,0.251692,4.21945e-06,3.39952e-06,2.75438e-09,5.65545e-12,1.86494e-09,5.65545e-12,0.336534,1.66808e-06,1.20927e-06,1.01355e-08,2.04219e-11,6.16467e-09,2.04219e-11,0.194883,4.34494e-06,1.63312e-06,3.40685e-08,5.27308e-10,2.04237e-08,5.27308e-10
0.216499,0.000168552,0.000206549,4.38299e-08,1.58434e-10,2.73909e-08,9.55712e-11,0.251688,5.64255e-06,6.00121e-06,4.25066e-09,1.68254e-11,2.49395e-09,1.117e-11,0.336532,2.37816e-06,2.22308e-06,1.80966e-08,6.82912e-11,8.78892e-09,4.78693e-11,0.19488,6.10173e-06,2.97326e-06,6.06456e-08,1.76257e-09,2.86817e-08,1.23526e-09
0.216409,0.000180108,0.000285107,4.90491e-08,2.73397e-10,2.92745e-08,1.14963e-10,0.251682,7.54554e-06,9.48057e-06,6.04612e-09,3.40634e-11,3.33509e-09,1.72379e-11,0.33653,3.39051e-06,3.66873e-06,2.91489e-08,1.5376e-10,1.25303e-08,8.54693e-11,0.194876,8.56878e-06,4.85558e-06,9.71779e-08,3.96146e-09,4.02786e-08,2.19889e-09
0.216313,0.000192416,0.000369052,5.34109e-08,4.0205e-10,3.12815e-08,1.28653e-10,0.251675,1.00902e-05,1.41335e-05,8.31603e-09,5.85825e-11,4.45987e-09,2.45192e-11,0.336526,4.83377e-06,5.73004e-06,4.46325e-08,2.91429e-10,1.78642e-08,1.37669e-10,0.19487,1.20332e-05,7.49926e-06,1.47739e-07,7.48494e-09,5.65639e-08,3.52348e-09
0.21621,0.000205519,0.000458734,5.75165e-08,5.42143e-10,3.34192e-08,1.40093e-10,0.251666,1.34927e-05,2.03557e-05,1.12678e-08,9.2307e-11,5.9639e-09,3.37244e-11,0.336521,6.89134e-06,8.66903e-06,6.64558e-08,5.02226e-10,2.54686e-08,2.10797e-10,0.194861,1.68979e-05,1.12121e-05,2.18045e-07,1.28417e-08,7.94329e-08,5.35672e-09
0.2161,0.000219463,0.000554524,6.16447e-08,6.93006e-10,3.56951e-08,1.50862e-10,0.251653,1.8042e-05,2.8676e-05,1.51615e-08,1.38002e-10,7.97499e-09,4.56948e-11,0.336514,9.82464e-06,1.28593e-05,9.7338e-08,8.16093e-10,3.63098e-08,3.13867e-10,0.194849,2.37288e-05,1.64262e-05,3.16121e-07,2.07476e-08,1.11546e-07,7.9059e-09
0.215983,0.000234293,0.000656813,6.59289e-08,8.54696e-10,3.81168e-08,1.6169e-10,0.251636,2.41244e-05,3.98019e-05,2.03338e-08,1.99487e-10,1.06639e-08,6.14851e-11,0.336504,1.40063e-05,1.88333e-05,1.41153e-07,1.27581e-09,5.1765e-08,4.59722e-10,0.194832,3.33201e-05,2.37483e-05,4.53231e-07,3.22095e-08,1.56638e-07,1.1462e-08
0.215858,0.000250057,0.000766014,7.04376e-08,1.02762e-09,4.06926e-08,1.72927e-10,0.251613,3.22558e-05,5.46785e-05,2.72277e-08,2.81947e-10,1.4259e-08,8.24606e-11,0.336489,1.99673e-05,2.73502e-05,2.03423e-07,1.94247e-09,7.37977e-08,6.66658e-10,0.194808,4.67861e-05,3.40304e-05,6.45185e-07,4.86428e-08,2.19952e-07,1.64333e-08
0.215725,0.000266805,0.000882563,7.52097e-08,1.21238e-09,4.34306e-08,1.84753e-10,0.251582,4.3125e-05,7.45694e-05,3.64306e-08,3.92365e-10,1.90651e-08,1.10418e-10,0.336468,2.84645e-05,3.9492e-05,2.92014e-07,2.90323e-09,1.05206e-07,9.60753e-10,0.194774,6.569e-05,4.8468e-05,9.14172e-07,7.2036e-08,3.08843e-07,2.33932e-08
