S_0,I_0,R_0,Q_0,D_0,Q_entry_0,D_entry_0,S_1,I_1,R_1,Q_1,D_1,Q_entry_1,D_entry_1,S_2,I_2,R_2,Q_2,D_2,Q_entry_2,D_entry_2,S_3,I_3,R_3,Q_3,D_3,Q_entry_3,D_entry_3
0.216715,0.000158999,0,0,0,0,0,0.251696,3.79695e-06,0,0,0,0,0,0.336536,8.20898e-07,0,0,0,0,0,0.194887,2.26337e-06,0,0,0,0,0
0.216634,0.000171694,6.815e-05,1.96989e-08,0,1.96989e-08,0,0.251692,4.95793e-06,2.36835e-06,2.80444e-09,0,2.80444e-09,0,0.336535,1.16999e-06,4.93787e-07,4.39259e-09,0,4.39259e-09,0,0.194886,3.17741e-06,6.83498e-07,1.45974e-08,0,1.45974e-08,0
0.216547,0.000185371,0.000141751,3.1496e-08,5.53435e-11,2.12718e-08,5.53435e-11,0.251688,6.47385e-06,5.4617e-06,5.62589e-09,1.57106e-11,3.66195e-09,1.57106e-11,0.336534,1.66754e-06,1.19786e-06,1.03352e-08,1.89865e-11,6.26058e-09,1.89865e-11,0.194883,4.46055e-06,1.64338e-06,3.42024e-08,5.26798e-10,2.04924e-08,5.26798e-10
0.216453,0.0002001,0.00022122,3.93135e-08,1.4383e-10,2.29663e-08,8.8487e-11,0.251682,8.45315e-06,9.50143e-06,8.7214e-09,4.72271e-11,4.7816e-09,3.15165e-11,0.336532,2.37666e-06,2.20162e-06,1.851e-08,6.36592e-11,8.92293e-09,4.46728e-11,0.19488,6.26183e-06,2.99123e-06,6.08912e-08,1.76112e-09,2.87678e-08,1.23432e-09
0.216351,0.000215954,0.000307006,4.51956e-08,2.5428e-10,2.47911e-08,1.1045e-10,0.251674,1.10374e-05,1.47767e-05,1.23511e-08,9.60849e-11,6.24352e-09,4.88578e-11,0.33653,3.38733e-06,3.6325e-06,2.98875e-08,1.43667e-10,1.27174e-08,8.00074e-11,0.194876,8.79043e-06,4.8837e-06,9.75749e-08,3.95859e-09,4.0385e-08,2.19748e-09
0.216242,0.000233013,0.000399589,5.02129e-08,3.81256e-10,2.67553e-08,1.26976e-10,0.251663,1.44114e-05,2.16649e-05,1.68017e-08,1.65276e-10,8.15226e-09,6.91915e-11,0.336526,4.82776e-06,5.67209e-06,4.58496e-08,2.72852e-10,1.81255e-08,1.29186e-10,0.194869,1.234e-05,7.54067e-06,1.48337e-07,7.47993e-09,5.6693e-08,3.52134e-09
0.216123,0.00025136,0.000499488,5.49304e-08,5.22327e-10,2.88688e-08,1.41071e-10,0.25165,1.88162e-05,3.0659e-05,2.24105e-08,2.59401e-10,1.06443e-08,9.41241e-11,0.336521,6.88067e-06,8.57921e-06,6.83638e-08,4.71032e-10,2.58332e-08,1.9818e-10,0.194861,1.73225e-05,1.12708e-05,2.18905e-07,1.28332e-08,7.95854e-08,5.35326e-09
0.215996,0.000271081,0.000607252,5.9652e-08,6.76652e-10,3.11419e-08,1.54325e-10,0.251633,2.45664e-05,4.24022e-05,2.95918e-08,3.84945e-10,1.38977e-08,1.25545e-10,0.336514,9.80643e-06,1.27227e-05,1.00233e-07,7.66527e-10,3.68182e-08,2.95495e-10,0.194848,2.43164e-05,1.65073e-05,3.17319e-07,2.07332e-08,1.1172e-07,7.89998e-09
0.215858,0.000292269,0.000723471,6.45459e-08,8.44242e-10,3.35852e-08,1.6759e-10,0.25161,3.20723e-05,5.77343e-05,3.88679e-08,5.5072e-10,1.81449e-08,1.65775e-10,0.336504,1.3976e-05,1.86283e-05,1.45452e-07,1.19977e-09,5.24738e-08,4.33248e-10,0.194831,3.41328e-05,2.38583e-05,4.54856e-07,3.21848e-08,1.56826e-07,1.14516e-08
0.21571,0.000315018,0.000848774,6.9711e-08,1.02558e-09,3.62102e-08,1.81339e-10,0.25158,4.18688e-05,7.77509e-05,5.09078e-08,7.6846e-10,2.36887e-08,2.1774e-10,0.33649,1.99181e-05,2.70451e-05,2.09708e-07,1.82847e-09,7.47852e-08,6.28698e-10,0.194807,4.791e-05,3.4177e-05,6.47343e-07,4.85999e-08,2.20136e-07,1.64151e-08
