S_0,I_0,R_0,Q_0,D_0,Q_entry_0,D_entry_0,S_1,I_1,R_1,Q_1,D_1,Q_entry_1,D_entry_1,S_2,I_2,R_2,Q_2,D_2,Q_entry_2,D_entry_2,S_3,I_3,R_3,Q_3,D_3,Q_entry_3,D_entry_3
0.2167,0.000174075,0,0,0,0,0,0.251689,1.01095e-05,0,0,0,0,0,0.336536,9.97228e-07,0,0,0,0,0,0.194887,2.34806e-06,0,0,0,0,0
0.216607,0.000181719,8.52059e-05,3.96023e-08,0,3.96023e-08,0,0.25168,1.25596e-05,6.57626e-06,7.17778e-09,0,7.17778e-09,0,0.336535,1.40704e-06,6.06814e-07,5.08139e-09,0,5.08139e-09,0,0.194885,3.29289e-06,6.84332e-07,1.47701e-08,0,1.47701e-08,0
0.21651,0.000189657,0.000174174,5.97579e-08,2.09271e-10,4.13413e-08,2.09271e-10,0.251669,1.56031e-05,1.47477e-05,1.46558e-08,2.29127e-11,8.91734e-09,2.29127e-11,0.336533,1.98526e-06,1.46331e-06,1.19223e-08,1.84378e-11,7.16961e-09,1.84378e-11,0.194883,4.6179e-06,1.64439e-06,3.45767e-08,5.44948e-10,2.07134e-08,5.44948e-10
0.216409,0.000197896,0.000267039,7.09369e-08,5.2505e-10,4.31471e-08,3.15779e-10,0.251655,1.93835e-05,2.49004e-05,2.27951e-08,6.96966e-11,1.10782e-08,4.67838e-11,0.336531,2.8011e-06,2.67207e-06,2.12669e-08,6.16977e-11,1.0116e-08,4.32598e-11,0.19488,6.47602e-06,2.99111e-06,6.15021e-08,1.82067e-09,2.90482e-08,1.27572e-09
0.216304,0.000206444,0.000363942,7.80101e-08,8.99902e-10,4.50216e-08,3.74852e-10,0.251638,2.40788e-05,3.75139e-05,3.19863e-08,1.42463e-10,1.37623e-08,7.2766e-11,0.336528,3.95218e-06,4.37785e-06,3.41641e-08,1.38864e-10,1.42731e-08,7.71668e-11,0.194875,9.08174e-06,4.88003e-06,9.84626e-08,4.08981e-09,4.07365e-08,2.26914e-09
0.216194,0.000215308,0.000465033,8.32441e-08,1.31213e-09,4.69663e-08,4.12229e-10,0.251616,2.99099e-05,5.31834e-05,4.26681e-08,2.44569e-10,1.70959e-08,1.02106e-10,0.336524,5.57625e-06,6.78484e-06,5.20922e-08,2.62829e-10,2.01384e-08,1.23964e-10,0.194869,1.27358e-05,7.52928e-06,1.49545e-07,7.72263e-09,5.71274e-08,3.63282e-09
0.216079,0.000224494,0.000570466,8.76946e-08,1.75202e-09,4.89828e-08,4.39887e-10,0.25159,3.7151e-05,7.26483e-05,5.5348e-08,3.80773e-10,2.12361e-08,1.36204e-10,0.336519,7.86763e-06,1.01812e-05,7.7136e-08,4.51845e-10,2.84139e-08,1.89016e-10,0.19486,1.78597e-05,1.12447e-05,2.20476e-07,1.32401e-08,8.01124e-08,5.51752e-09
0.21596,0.000234008,0.000680397,9.18541e-08,2.21542e-09,5.10726e-08,4.63405e-10,0.251556,4.61415e-05,9.68259e-05,7.06264e-08,5.57453e-10,2.63772e-08,1.76681e-10,0.336511,1.11005e-05,1.49734e-05,1.12235e-07,7.31733e-10,4.00897e-08,2.79888e-10,0.194848,2.50445e-05,1.64553e-05,3.19284e-07,2.13747e-08,1.12344e-07,8.13455e-09
0.215835,0.000243857,0.000794988,9.5953e-08,2.70081e-09,5.32372e-08,4.85385e-10,0.251515,5.73023e-05,0.000126855,8.92243e-08,7.82905e-10,3.27605e-08,2.25452e-10,0.336499,1.56614e-05,2.17348e-05,1.61537e-07,1.13898e-09,5.65626e-08,4.07245e-10,0.19483,3.51186e-05,2.37622e-05,4.5722e-07,3.31548e-08,1.57539e-07,1.17801e-08
0.215706,0.000254046,0.000914401,1.001e-07,3.20785e-09,5.54778e-08,5.07045e-10,0.251464,7.11543e-05,0.000164148,1.12017e-07,1.06773e-09,4.06846e-08,2.8482e-10,0.336483,2.20957e-05,3.12747e-05,2.30889e-07,1.72511e-09,7.98028e-08,5.86135e-10,0.194806,4.92428e-05,3.40086e-05,6.50057e-07,5.00241e-08,2.20908e-07,1.68693e-08
0.215571,0.000264579,0.0010388,1.04346e-07,3.73681e-09,5.77957e-08,5.28958e-10,0.251401,8.8342e-05,0.000210456,1.40074e-07,1.4253e-09,5.05196e-08,3.57578e-10,0.336461,3.11724e-05,4.4734e-05,3.2854e-07,2.56289e-09,1.12589e-07,8.37779e-10,0.194771,6.90431e-05,4.83762e-05,9.19901e-07,7.40082e-08,3.09754e-07,2.39841e-08
0.21543,0.000275461,0.00116836,1.08717e-07,4.28821e-09,6.01921e-08,5.51397e-10,0.251322,0.000109661,0.00026795,1.74708e-07,1.87245e-09,6.27228e-08,4.47141e-10,0.336429,4.39757e-05,6.37225e-05,4.66125e-07,3.755e-09,1.5884e-07,1.19211e-09,0.194723,9.67966e-05,6.85211e-05,1.29773e-06,1.07948e-07,4.34306e-07,3.39401e-08
0.215284,0.000286696,0.00130325,1.13226e-07,4.8627e-09,6.26678e-08,5.74495e-10,0.251224,0.000136095,0.000339319,2.17534e-07,2.43014e-09,7.78596e-08,5.577e-10,0.336384,6.20333e-05,9.05103e-05,6.60048e-07,5.44633e-09,2.24079e-07,1.69133e-09,0.194655,0.000135689,9.67639e-05,1.82694e-06,1.55829e-07,6.08885e-07,4.78802e-08
0.215132,0.000298285,0.00144365,1.17878e-07,5.46102e-09,6.52236e-08,5.98318e-10,0.251103,0.000168853,0.000427892,2.7054e-07,3.12455e-09,9.66275e-08,6.94407e-10,0.33632,8.74973e-05,0.000128298,9.33438e-07,7.84131e-09,3.16092e-07,2.39498e-09,0.19456,0.000190176,0.000136355,2.56831e-06,2.23234e-07,8.53534e-07,6.74057e-08
0.214974,0.000310231,0.00158971,1.22678e-07,6.08392e-09,6.78602e-08,6.22903e-10,0.250952,0.000209424,0.000537784,3.36175e-07,3.98816e-09,1.19886e-07,8.63612e-10,0.33623,0.000123397,0.000181597,1.31889e-06,1.12283e-08,4.45844e-07,3.38697e-09,0.194427,0.000266478,0.000191844,3.6069e-06,3.17993e-07,1.19628e-06,9.47588e-08
0.21481,0.000322536,0.00174163,1.27628e-07,6.73219e-09,7.0578e-08,6.48269e-10,0.250765,0.00025963,0.000674081,4.17454e-07,5.06129e-09,1.48691e-07,1.07313e-09,0.336104,0.000173993,0.000256765,1.86234e-06,1.60139e-08,6.28772e-07,4.7856e-09,0.194241,0.000373266,0.000269596,5.0617e-06,4.51071e-07,1.67624e-06,1.33078e-07
0.214639,0.000335197,0.00189957,1.32729e-07,7.40662e-09,7.33772e-08,6.74427e-10,0.250534,0.000321701,0.000843053,5.1808e-07,6.39388e-09,1.84337e-07,1.33259e-09,0.335926,0.000245267,0.000362753,2.62844e-06,2.27714e-08,8.86583e-07,6.75749e-09,0.193981,0.000522598,0.000378507,7.09891e-06,6.37824e-07,2.34797e-06,1.86753e-07
