0-20,20-40,40-65,65-inf,total
3,6.714285714,31.857142857,51.142857147,92.714285718
3,6.714285714,31.857142857,51.142857147,92.714285718
3,6.714285714,31.857142857,51.142857147,92.714285718
3,6.714285714,31.857142857,51.142857147,92.714285718
3,6.714285714,31.857142857,51.142857147,92.714285718
3,6.714285714,31.857142857,51.142857147,92.714285718
2.428571428,7.285714286,43.714285714,67.57142858,121.000000008
2.428571428,7.285714286,43.714285714,67.57142858,121.000000008
2.428571428,7.285714286,43.714285714,67.57142858,121.000000008
2.428571428,7.285714286,43.714285714,67.57142858,121.000000008
2.428571428,7.285714286,43.714285714,67.57142858,121.000000008
2.428571428,7.285714286,43.714285714,67.57142858,121.000000008
2.428571428,7.285714286,43.714285714,67.57142858,121.000000008
2.142857143,10.285714286,62.285714289,101.428571433,176.142857151
2.142857143,10.285714286,62.285714289,101.428571433,176.142857151
2.142857143,10.285714286,62.285714289,101.428571433,176.142857151
2.142857143,10.285714286,62.285714289,101.428571433,176.142857151
2.142857143,10.285714286,62.285714289,101.428571433,176.142857151
2.142857143,10.285714286,62.285714289,101.428571433,176.142857151
2.142857143,10.285714286,62.285714289,101.428571433,176.142857151
3.428571429,10.714285714,74.571428576,143.428571434,232.142857153
3.428571429,10.714285714,74.571428576,143.428571434,232.142857153
3.428571429,10.714285714,74.571428576,143.428571434,232.142857153
3.428571429,10.714285714,74.571428576,143.428571434,232.142857153
3.428571429,10.714285714,74.571428576,143.428571434,232.142857153
3.428571429,10.714285714,74.571428576,143.428571434,232.142857153
3.428571429,10.714285714,74.571428576,143.428571434,232.142857153
2.428571428,12,90.714285714,176.571428563,281.714285705
2.428571428,12,90.714285714,176.571428563,281.714285705
2.428571428,12,90.714285714,176.571428563,281.714285705
2.428571428,12,90.714285714,176.571428563,281.714285705
2.428571428,12,90.714285714,176.571428563,281.714285705
2.428571428,12,90.714285714,176.571428563,281.714285705
2.428571428,12,90.714285714,176.571428563,281.714285705
2.428571429,12.714285714,96.285714279,173.14285714,284.571428562
2.428571429,12.714285714,96.285714279,173.14285714,284.571428562
2.428571429,12.714285714,96.285714279,173.14285714,284.571428562
2.428571429,12.714285714,96.285714279,173.14285714,284.571428562
2.428571429,12.714285714,96.285714279,173.14285714,284.571428562
2.428571429,12.714285714,96.285714279,173.14285714,284.571428562
2.428571429,12.714285714,96.285714279,173.14285714,284.571428562
1.857142857,11.285714285,76.857142847,153.285714271,243.28571426
1.857142857,11.285714285,76.857142847,153.285714271,243.28571426
1.857142857,11.285714285,76.857142847,153.285714271,243.28571426
1.857142857,11.285714285,76.857142847,153.285714271,243.28571426
1.857142857,11.285714285,76.857142847,153.285714271,243.28571426
1.857142857,11.285714285,76.857142847,153.285714271,243.28571426
1.857142857,11.285714285,76.857142847,153.285714271,243.28571426
2.714285714,10.142857143,68.428571436,133.42857143,214.714285723
2.714285714,10.142857143,68.428571436,133.42857143,214.714285723
2.714285714,10.142857143,68.428571436,133.42857143,214.714285723
2.714285714,10.142857143,68.428571436,133.42857143,214.714285723
2.714285714,10.142857143,68.428571436,133.42857143,214.714285723
2.714285714,10.142857143,68.428571436,133.42857143,214.714285723
2.714285714,10.142857143,68.428571436,133.42857143,214.714285723
2.428571429,10.857142857,62.428571423,114.000000001,189.71428571
2.428571429,10.857142857,62.428571423,114.000000001,189.71428571
2.428571429,10.857142857,62.428571423,114.000000001,189.71428571
2.428571429,10.857142857,62.428571423,114.000000001,189.71428571
2.428571429,10.857142857,62.428571423,114.000000001,189.71428571
2.428571429,10.857142857,62.428571423,114.000000001,189.71428571
2.428571429,10.857142857,62.428571423,114.000000001,189.71428571
2.285714285,6.714285714,50.714285714,102.571428581,162.285714294
2.285714285,6.714285714,50.714285714,102.571428581,162.285714294
2.285714285,6.714285714,50.714285714,102.571428581,162.285714294
2.285714285,6.714285714,50.714285714,102.571428581,162.285714294
2.285714285,6.714285714,50.714285714,102.571428581,162.285714294
2.285714285,6.714285714,50.714285714,102.571428581,162.285714294
2.285714285,6.714285714,50.714285714,102.571428581,162.285714294
1.714285715,9.142857142,51.428571427,107.142857151,169.428571435
1.714285715,9.142857142,51.428571427,107.142857151,169.428571435
1.714285715,9.142857142,51.428571427,107.142857151,169.428571435
1.714285715,9.142857142,51.428571427,107.142857151,169.428571435
1.714285715,9.142857142,51.428571427,107.142857151,169.428571435
1.714285715,9.142857142,51.428571427,107.142857151,169.428571435
1.714285715,9.142857142,51.428571427,107.142857151,169.428571435
2.571428572,8.857142858,59.142857144,130.142857137,200.714285711
2.571428572,8.857142858,59.142857144,130.142857137,200.714285711
2.571428572,8.857142858,59.142857144,130.142857137,200.714285711
2.571428572,8.857142858,59.142857144,130.142857137,200.714285711
2.571428572,8.857142858,59.142857144,130.142857137,200.714285711
2.571428572,8.857142858,59.142857144,130.142857137,200.714285711
2.571428572,8.857142858,59.142857144,130.142857137,200.714285711
3,12.285714286,74.142857143,159.142857149,248.571428578
3,12.285714286,74.142857143,159.142857149,248.571428578
3,12.285714286,74.142857143,159.142857149,248.571428578
3,12.285714286,74.142857143,159.142857149,248.571428578
3,12.285714286,74.142857143,159.142857149,248.571428578
3,12.285714286,74.142857143,159.142857149,248.571428578
3,12.285714286,74.142857143,159.142857149,248.571428578
