0-20,20-40,40-65,65-inf,total
0,0,0.285714285714285,2.99999999999994,3.28571428571423
0,0,0.285714285714285,2.99999999999994,3.28571428571423
0,0,0.285714285714285,2.99999999999994,3.28571428571423
0,0,0.285714285714285,2.99999999999994,3.28571428571423
0,0,0.285714285714285,2.99999999999994,3.28571428571423
0,0,0.285714285714292,3.00000000000034,3.28571428571463
0,0,0.285714285714285,1.85714285714306,2.14285714285734
0,0,0.285714285714285,1.85714285714306,2.14285714285734
0,0,0.285714285714285,1.85714285714306,2.14285714285734
0,0,0.285714285714285,1.85714285714306,2.14285714285734
0,0,0.285714285714285,1.85714285714306,2.14285714285734
0,0,0.285714285714285,1.85714285714306,2.14285714285734
0,0,0.285714285714292,1.85714285714164,2.14285714285593
0,0,0.142857142857139,1.71428571428549,1.85714285714263
0,0,0.142857142857139,1.71428571428549,1.85714285714263
0,0,0.142857142857139,1.71428571428549,1.85714285714263
0,0,0.142857142857139,1.71428571428549,1.85714285714263
0,0,0.142857142857139,1.71428571428549,1.85714285714263
0,0,0.142857142857139,1.71428571428549,1.85714285714263
0,0,0.142857142857167,1.71428571428703,1.8571428571442
0,0,0.142857142857142,4.57142857142861,4.71428571428575
0,0,0.142857142857142,4.57142857142861,4.71428571428575
0,0,0.142857142857142,4.57142857142861,4.71428571428575
0,0,0.142857142857142,4.57142857142861,4.71428571428575
0,0,0.142857142857142,4.57142857142861,4.71428571428575
0,0,0.142857142857142,4.57142857142861,4.71428571428575
0,0,0.142857142857146,4.57142857142833,4.71428571428547
0,0,1.42857142857143,13.1428571428572,14.5714285714286
0,0,1.42857142857143,13.1428571428572,14.5714285714286
0,0,1.42857142857143,13.1428571428572,14.5714285714286
0,0,1.42857142857143,13.1428571428572,14.5714285714286
0,0,1.42857142857143,13.1428571428572,14.5714285714286
0,0,1.42857142857143,13.1428571428572,14.5714285714286
0,0,1.4285714285714,13.142857142857,14.5714285714284
0,0,0.857142857142854,11.8571428571429,12.7142857142857
0,0,0.857142857142854,11.8571428571429,12.7142857142857
0,0,0.857142857142854,11.8571428571429,12.7142857142857
0,0,0.857142857142854,11.8571428571429,12.7142857142857
0,0,0.857142857142854,11.8571428571429,12.7142857142857
0,0,0.857142857142854,11.8571428571429,12.7142857142857
0,0,0.857142857142876,11.8571428571427,12.7142857142855
0,0.142857142857143,1.28571428571431,19.8571428571428,21.2857142857142
0,0.142857142857143,1.28571428571431,19.8571428571428,21.2857142857142
0,0.142857142857143,1.28571428571431,19.8571428571428,21.2857142857142
0,0.142857142857143,1.28571428571431,19.8571428571428,21.2857142857142
0,0.142857142857143,1.28571428571431,19.8571428571428,21.2857142857142
0,0.142857142857143,1.28571428571431,19.8571428571428,21.2857142857142
0,0.142857142857141,1.28571428571416,19.8571428571433,21.2857142857146
0,0,1.42857142857143,24.7142857142856,26.142857142857
0,0,1.42857142857143,24.7142857142856,26.142857142857
0,0,1.42857142857143,24.7142857142856,26.142857142857
0,0,1.42857142857143,24.7142857142856,26.142857142857
0,0,1.42857142857143,24.7142857142856,26.142857142857
0,0,1.42857142857143,24.7142857142856,26.142857142857
0,0,1.4285714285714,24.7142857142867,26.1428571428581
0,0.142857142857142,1.57142857142857,45.1428571428571,46.8571428571428
0,0.142857142857142,1.57142857142857,45.1428571428571,46.8571428571428
0,0.142857142857142,1.57142857142857,45.1428571428571,46.8571428571428
0,0.142857142857142,1.57142857142857,45.1428571428571,46.8571428571428
0,0.142857142857142,1.57142857142857,45.1428571428571,46.8571428571428
0,0.142857142857142,1.57142857142857,45.1428571428571,46.8571428571428
0,0.142857142857146,1.57142857142861,45.1428571428573,46.8571428571431
0,0,2.14285714285714,59.8571428571429,62.0000000000001
0,0,2.14285714285714,59.8571428571429,62.0000000000001
0,0,2.14285714285714,59.8571428571429,62.0000000000001
0,0,2.14285714285714,59.8571428571429,62.0000000000001
0,0,2.14285714285714,59.8571428571429,62.0000000000001
0,0,2.14285714285714,59.8571428571429,62.0000000000001
0,0,2.14285714285715,59.8571428571423,61.9999999999995
0,0.285714285714286,2.57142857142857,77.8571428571429,80.7142857142857
0,0.285714285714286,2.57142857142857,77.8571428571429,80.7142857142857
0,0.285714285714286,2.57142857142857,77.8571428571429,80.7142857142857
0,0.285714285714286,2.57142857142857,77.8571428571429,80.7142857142857
0,0.285714285714286,2.57142857142857,77.8571428571429,80.7142857142857
0,0.285714285714286,2.57142857142857,77.8571428571429,80.7142857142857
0,0.285714285714281,2.57142857142861,77.8571428571427,80.7142857142856
0.142857142857143,0,3.28571428571427,64.4285714285712,67.8571428571427
0.142857142857143,0,3.28571428571427,64.4285714285712,67.8571428571427
0.142857142857143,0,3.28571428571427,64.4285714285712,67.8571428571427
0.142857142857143,0,3.28571428571427,64.4285714285712,67.8571428571427
0.142857142857143,0,3.28571428571428,64.4285714285712,67.8571428571427
0.142857142857143,0,3.28571428571428,64.4285714285712,67.8571428571427
0.142857142857143,0,3.28571428571438,64.4285714285724,67.8571428571439
0,0.285714285714286,2.57142857142857,57,59.8571428571429
0,0.285714285714286,2.57142857142857,57,59.8571428571429
0,0.285714285714286,2.57142857142857,57,59.8571428571429
0,0.285714285714286,2.57142857142857,57,59.8571428571429
0,0.285714285714286,2.57142857142857,57,59.8571428571429
0,0.285714285714286,2.57142857142857,57,59.8571428571429
0,0.285714285714281,2.57142857142863,56.9999999999997,59.8571428571426
0,0.142857142857143,2,55.4285714285717,57.5714285714288
0,0.142857142857143,2,55.4285714285717,57.5714285714288
0,0.142857142857143,1.99999999999998,55.4285714285717,57.5714285714288
0,0.142857142857143,1.99999999999998,55.4285714285717,57.5714285714288
0,0.142857142857143,1.99999999999998,55.4285714285717,57.5714285714288
0,0.142857142857143,1.99999999999998,55.4285714285717,57.5714285714288
0,0.142857142857141,2.0000000000001,55.4285714285699,57.5714285714272
0,0.142857142857143,2.85714285714285,45.1428571428569,48.1428571428569
0,0.142857142857143,2.85714285714285,45.1428571428569,48.1428571428569
0,0.142857142857143,2.85714285714285,45.1428571428569,48.1428571428569
0,0.142857142857143,2.85714285714285,45.1428571428569,48.1428571428569
0,0.142857142857143,2.85714285714285,45.1428571428569,48.1428571428569
0,0.142857142857143,2.85714285714285,45.1428571428569,48.1428571428569
0,0.142857142857141,2.85714285714292,45.1428571428587,48.1428571428588
0,0,2.71428571428572,53.4285714285715,56.1428571428572
0,0,2.71428571428572,53.4285714285715,56.1428571428572
0,0,2.71428571428572,53.4285714285715,56.1428571428572
0,0,2.71428571428572,53.4285714285715,56.1428571428572
0,0,2.71428571428572,53.4285714285715,56.1428571428572
0,0,2.71428571428572,53.4285714285715,56.1428571428572
