NbCI,NB_Classe,Method,Parametre_method_1,Parametre_method_2,accept_mcmc,reject_mcmc,fct_obj,nbr_evaluation,nbr_evaluation_aborted,temps,temps_CPU,delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1
0,2,MCMC,Metropolis,,175406,624593,1707496.134659131523222,800000,0,143.472171824000014,143.446455345000004,0.308354806015743,0.601660967630196,0.853616123779395,0.102362984387450,0.000102141699331,0.088802501970628,0.062328354329067,0.081778972318768,0.069520982398056,0.088885858959067,0.082848044629270,0.072908768523387,0.430570292451265,0.036601657926240,0.792023521259830,0.061985340071044,0.000012293251209,0.076163760857805,0.055341723161178,0.055033152139493,0.080929318191063,0.100040173137008,0.079923848997256,0.015341616203689
0,2,MCMC,Metropolis,,180190,639809,1704736.519743619486690,820000,0,147.050689841000008,147.024822507000010,0.308340962159450,0.601635111895660,0.853625833050404,0.102352018941128,0.000102139356986,0.088800147635115,0.062319123907495,0.081772101563230,0.069517245726100,0.088891322120390,0.082855983239258,0.072920408758639,0.430369006022570,0.036408236447697,0.792028932531768,0.061997949035012,0.000012303874321,0.076206838128975,0.055429823912332,0.055062970773657,0.080971869825898,0.100101615825822,0.079950844130059,0.015361388401101
0,2,MCMC,Metropolis,,184895,655104,1701797.755156053695828,840000,0,150.572965640000007,150.545611156000007,0.308334057820248,0.601634427474166,0.853621079262447,0.102346790235217,0.000102138325601,0.088800219998401,0.062313357060948,0.081785485109486,0.069525583862782,0.088907511505501,0.082865252402188,0.072930890819707,0.430152046859789,0.036192078374931,0.792013604506432,0.062002024079073,0.000012308331461,0.076257476310493,0.055513736333297,0.055103073356715,0.080991165581399,0.100143843258727,0.079993990120116,0.015391564848113
0,2,MCMC,Metropolis,,189582,670417,1698753.590663057286292,860000,0,154.138014082000012,154.102877608999989,0.308313841810973,0.601623261921116,0.853626447944965,0.102329500438786,0.000102143506386,0.088797954050846,0.062306367272877,0.081771414484358,0.069545936739212,0.088912333812285,0.082881594612542,0.072959565089743,0.429929429506200,0.035981589656487,0.792022552356802,0.062006415081908,0.000012317141101,0.076305799626432,0.055602989508143,0.055132590766901,0.081040730672611,0.100229859408925,0.080032643485500,0.015401532199310
0,2,MCMC,Metropolis,,194218,685781,1695826.946347658056766,880000,0,157.647611295000019,157.608392476000006,0.308299723326214,0.601608623167345,0.853630612586868,0.102314455298008,0.000102146118303,0.088795727391535,0.062303330152016,0.081765307491409,0.069538557904407,0.088908249745625,0.082880702374173,0.072975697581426,0.429710457341981,0.035772818800004,0.792030912917691,0.062011115150839,0.000012323899329,0.076353437680051,0.055697922164508,0.055156069008417,0.081068876298349,0.100288148238336,0.080064795768546,0.015408267798698
0,2,MCMC,Metropolis,,199018,700981,1692780.547658690251410,900000,0,161.176395471999996,161.130878174999992,0.308275008311510,0.601616918578409,0.853627575855372,0.102311513542072,0.000102147646926,0.088793975251770,0.062304260321582,0.081776287321107,0.069546912360317,0.088901436876869,0.082880868649646,0.073006067758720,0.429483248530098,0.035556947760040,0.792012426547546,0.062024178344102,0.000012334308582,0.076408534207784,0.055792399917148,0.055162311596892,0.081104853860125,0.100339591294787,0.080094340849353,0.015445119556197
0,2,MCMC,Metropolis,,203671,716328,1689956.314050259534270,920000,0,165.000376466000006,164.949045390999999,0.308259303908676,0.601615841080058,0.853635733693638,0.102287102891489,0.000102149019484,0.088794813591821,0.062283199195322,0.081785272166859,0.069527019281224,0.088876204920554,0.082886950232636,0.073017945921201,0.429288798368358,0.035354657934195,0.792027228102139,0.062008585257663,0.000012341797932,0.076462106382628,0.055893985416659,0.055191163994433,0.081162731382407,0.100393269227689,0.080142240245771,0.015452478104955
0,2,MCMC,Metropolis,,208272,731727,1687104.371042616199702,940000,0,168.836285910000015,168.780819710999992,0.308252247055057,0.601628324900381,0.853618091976871,0.102266914962130,0.000102148988668,0.088795874254800,0.062277767664878,0.081794342265311,0.069517800325351,0.088882077696086,0.082881907339258,0.073039156709434,0.429086044517822,0.035141494641964,0.792024559271303,0.061997659431988,0.000012349772253,0.076507840789495,0.055979473653100,0.055220358099256,0.081204395248422,0.100445648589508,0.080178509079606,0.015465236057529
0,2,MCMC,Metropolis,,212965,747034,1684263.807498992886394,960000,0,172.416410672000012,172.360768213000000,0.308251713761694,0.601619328515475,0.853608506239823,0.102259076032326,0.000102146548265,0.088795750549264,0.062272594259916,0.081808593576492,0.069523172780659,0.088883384308284,0.082896135199195,0.073041831220264,0.428890809530525,0.034926761958102,0.792034743752471,0.061987543716411,0.000012359145806,0.076572178712241,0.056071909328224,0.055249178304979,0.081239679317686,0.100500663576029,0.080207703445298,0.015489666066584
0,2,MCMC,Metropolis,,217697,762302,1681257.717245157109573,980000,0,176.027227840000023,175.971393333000009,0.308237810190134,0.601610111528506,0.853601623440973,0.102261929256808,0.000102143950058,0.088795187026327,0.062262028130060,0.081804236788125,0.069525094827926,0.088884295964374,0.082891954766592,0.073074193810563,0.428662878812361,0.034717728976962,0.792046334303633,0.061983164012410,0.000012362415693,0.076612654013737,0.056170197022088,0.055282228396858,0.081287957644291,0.100552426994588,0.080252172666107,0.015513328825516
0,2,MCMC,Metropolis,,222348,777651,1678317.427578753791749,1000000,0,179.588401634000007,179.532392762000001,0.308202341327194,0.601607836625827,0.853611984140270,0.102259440492286,0.000102141620397,0.088793010720214,0.062252858050635,0.081824343309034,0.069524691978723,0.088890409819022,0.082873187292591,0.073087670142877,0.428455690237602,0.034500980697425,0.792024321655303,0.061984764818655,0.000012368056331,0.076654369006959,0.056271726260928,0.055311609126089,0.081328730944180,0.100616152674257,0.080289169776265,0.015522556999033
0,2,MCMC,Metropolis,,226993,793006,1675479.978366528172046,1020000,0,183.286465745000015,183.230381351999995,0.308184598105268,0.601645181304516,0.853587755205286,0.102262803896057,0.000102141434957,0.088797966785971,0.062224482224184,0.081835050450470,0.069528103354979,0.088902854871738,0.082867103324982,0.073098836644352,0.428262585212889,0.034290366828151,0.792021625948956,0.061969826527840,0.000012369515544,0.076716462496359,0.056362974668609,0.055338680506170,0.081350664530831,0.100693353878289,0.080340807716936,0.015547610971887
0,2,MCMC,Metropolis,,231761,808238,1672570.828989184927195,1040000,0,187.018750145000013,186.962573534999990,0.308171402205588,0.601659827505017,0.853585246916276,0.102290564666122,0.000102139174201,0.088800092962596,0.062208200847732,0.081836412802559,0.069533138905978,0.088896915572088,0.082863440567923,0.073128672070480,0.428048940251054,0.034082279807122,0.792026689073183,0.061995996414366,0.000012379083948,0.076767044697387,0.056459405869078,0.055355353564576,0.081365962261043,0.100761395107462,0.080387155158874,0.015549516580127
