0-65,65-inf,all
6.42857143,5.142857142,11.571428572
6.42857143,5.142857142,11.571428572
6.42857143,5.142857142,11.571428572
6.42857143,5.142857142,11.571428572
6.42857143,5.142857142,11.571428572
6.42857143,5.142857142,11.571428572
10.142857143,7,17.142857143
10.142857143,7,17.142857143
10.142857143,7,17.142857143
10.142857143,7,17.142857143
10.142857143,7,17.142857143
10.142857143,7,17.142857143
10.142857143,7,17.142857143
14.285714287,15.142857142,29.428571429
14.285714287,15.142857142,29.428571429
14.285714287,15.142857142,29.428571429
14.285714287,15.142857142,29.428571429
14.285714287,15.142857142,29.428571429
14.285714287,15.142857142,29.428571429
14.285714287,15.142857142,29.428571429
26.142857144,31.571428571,57.714285715
26.142857144,31.571428571,57.714285715
26.142857144,31.571428571,57.714285715
26.142857144,31.571428571,57.714285715
26.142857144,31.571428571,57.714285715
26.142857144,31.571428571,57.714285715
26.142857144,31.571428571,57.714285715
41.571428571,51.142857147,92.714285718
41.571428571,51.142857147,92.714285718
41.571428571,51.142857147,92.714285718
41.571428571,51.142857147,92.714285718
41.571428571,51.142857147,92.714285718
41.571428571,51.142857147,92.714285718
41.571428571,51.142857147,92.714285718
53.428571428,67.57142858,121.000000008
53.428571428,67.57142858,121.000000008
53.428571428,67.57142858,121.000000008
53.428571428,67.57142858,121.000000008
53.428571428,67.57142858,121.000000008
53.428571428,67.57142858,121.000000008
53.428571428,67.57142858,121.000000008
74.714285718,101.428571433,176.142857151
74.714285718,101.428571433,176.142857151
74.714285718,101.428571433,176.142857151
74.714285718,101.428571433,176.142857151
74.714285718,101.428571433,176.142857151
74.714285718,101.428571433,176.142857151
74.714285718,101.428571433,176.142857151
88.714285719,143.428571434,232.142857153
88.714285719,143.428571434,232.142857153
88.714285719,143.428571434,232.142857153
88.714285719,143.428571434,232.142857153
88.714285719,143.428571434,232.142857153
88.714285719,143.428571434,232.142857153
88.714285719,143.428571434,232.142857153
105.142857142,176.571428563,281.714285705
105.142857142,176.571428563,281.714285705
105.142857142,176.571428563,281.714285705
105.142857142,176.571428563,281.714285705
105.142857142,176.571428563,281.714285705
105.142857142,176.571428563,281.714285705
105.142857142,176.571428563,281.714285705
111.428571422,173.14285714,284.571428562
111.428571422,173.14285714,284.571428562
111.428571422,173.14285714,284.571428562
111.428571422,173.14285714,284.571428562
111.428571422,173.14285714,284.571428562
111.428571422,173.14285714,284.571428562
111.428571422,173.14285714,284.571428562
89.999999989,153.285714271,243.28571426
89.999999989,153.285714271,243.28571426
89.999999989,153.285714271,243.28571426
89.999999989,153.285714271,243.28571426
89.999999989,153.285714271,243.28571426
89.999999989,153.285714271,243.28571426
89.999999989,153.285714271,243.28571426
81.285714293,133.42857143,214.714285723
81.285714293,133.42857143,214.714285723
81.285714293,133.42857143,214.714285723
81.285714293,133.42857143,214.714285723
81.285714293,133.42857143,214.714285723
81.285714293,133.42857143,214.714285723
81.285714293,133.42857143,214.714285723
75.714285709,114.000000001,189.71428571
75.714285709,114.000000001,189.71428571
75.714285709,114.000000001,189.71428571
75.714285709,114.000000001,189.71428571
75.714285709,114.000000001,189.71428571
75.714285709,114.000000001,189.71428571
75.714285709,114.000000001,189.71428571
59.714285713,102.571428581,162.285714294
59.714285713,102.571428581,162.285714294
59.714285713,102.571428581,162.285714294
59.714285713,102.571428581,162.285714294
59.714285713,102.571428581,162.285714294
59.714285713,102.571428581,162.285714294
59.714285713,102.571428581,162.285714294
62.285714284,107.142857151,169.428571435
62.285714284,107.142857151,169.428571435
62.285714284,107.142857151,169.428571435
62.285714284,107.142857151,169.428571435
62.285714284,107.142857151,169.428571435
62.285714284,107.142857151,169.428571435
62.285714284,107.142857151,169.428571435
70.571428574,130.142857137,200.714285711
70.571428574,130.142857137,200.714285711
70.571428574,130.142857137,200.714285711
70.571428574,130.142857137,200.714285711
70.571428574,130.142857137,200.714285711
70.571428574,130.142857137,200.714285711
70.571428574,130.142857137,200.714285711
89.428571429,159.142857149,248.571428578
89.428571429,159.142857149,248.571428578
89.428571429,159.142857149,248.571428578
89.428571429,159.142857149,248.571428578
89.428571429,159.142857149,248.571428578
89.428571429,159.142857149,248.571428578
89.428571429,159.142857149,248.571428578
