S_0,I_0,R_0,Q_0,D_0,Q_entry_0,D_entry_0,S_1,I_1,R_1,Q_1,D_1,Q_entry_1,D_entry_1,S_2,I_2,R_2,Q_2,D_2,Q_entry_2,D_entry_2,S_3,I_3,R_3,Q_3,D_3,Q_entry_3,D_entry_3,S_4,I_4,R_4,Q_4,D_4,Q_entry_4,D_entry_4,S_5,I_5,R_5,Q_5,D_5,Q_entry_5,D_entry_5,S_6,I_6,R_6,Q_6,D_6,Q_entry_6,D_entry_6,S_7,I_7,R_7,Q_7,D_7,Q_entry_7,D_entry_7
0.20555,0.000221336,0.0251641,1.03577e-06,5.49767e-06,5.68382e-08,1.2066e-07,0.221015,4.43316e-05,0.0436436,1.65966e-07,2.18252e-06,2.34279e-08,2.2725e-09,0.151696,4.06627e-07,8.76458e-05,4.90705e-07,0.00017867,1.70709e-07,1.5535e-07,0.130581,2.8398e-06,0.000653709,4.29625e-07,8.08923e-06,3.74936e-07,7.13547e-09,0.0479603,5.06648e-05,0.000200473,2.60925e-06,1.82619e-05,3.93215e-07,1.93947e-07,0.0460349,0.000435726,0.000619163,8.28334e-07,5.72261e-06,8.13144e-07,9.15499e-08,0.0445025,3.52036e-05,1.97809e-05,4.78653e-07,4.1405e-05,4.21642e-07,3.85649e-07,0.0808919,4.74965e-05,6.64565e-05,3.16349e-06,0.000205862,1.86689e-06,1.9288e-06
0.205475,0.000169021,0.0252916,9.29431e-07,5.60688e-06,4.34132e-08,1.09207e-07,0.221001,3.80857e-05,0.0436642,1.46677e-07,2.18454e-06,2.01277e-08,2.01758e-09,0.151696,3.65095e-07,8.77125e-05,4.44874e-07,0.000178812,1.53272e-07,1.41565e-07,0.130581,2.70653e-06,0.000654249,4.09463e-07,8.09603e-06,3.5734e-07,6.80061e-09,0.0479595,4.95033e-05,0.000202282,2.56647e-06,1.84529e-05,3.84201e-07,1.90992e-07,0.0460276,0.000433312,0.000628818,8.23748e-07,5.81365e-06,8.08642e-07,9.10433e-08,0.0445018,3.52682e-05,1.99642e-05,4.79532e-07,4.17913e-05,4.22416e-07,3.86356e-07,0.0808918,4.53804e-05,6.70072e-05,3.0231e-06,0.000207706,1.78372e-06,1.8437e-06
0.205417,0.000129051,0.0253889,8.28203e-07,5.70488e-06,3.31521e-08,9.79946e-08,0.220989,3.2719e-05,0.0436818,1.29133e-07,2.18632e-06,1.72919e-08,1.78309e-09,0.151696,3.27804e-07,8.77729e-05,4.01983e-07,0.00017894,1.37617e-07,1.28342e-07,0.13058,2.57951e-06,0.000654764,3.90246e-07,8.10251e-06,3.4057e-07,6.48146e-09,0.0479588,4.83684e-05,0.000204052,2.52188e-06,1.86407e-05,3.75392e-07,1.87861e-07,0.0460203,0.000430911,0.000638418,8.19185e-07,5.90419e-06,8.04163e-07,9.05392e-08,0.0445012,3.53329e-05,2.01479e-05,4.80412e-07,4.21784e-05,4.23191e-07,3.87066e-07,0.0808916,4.33586e-05,6.75334e-05,2.88864e-06,0.000209468,1.70425e-06,1.76188e-06
0.205374,9.852e-05,0.0254632,7.3377e-07,5.7922e-06,2.53121e-08,8.73216e-08,0.220978,2.8108e-05,0.043697,1.13319e-07,2.18789e-06,1.48553e-08,1.56981e-09,0.151696,2.94322e-07,8.78274e-05,3.62439e-07,0.000179056,1.23561e-07,1.15969e-07,0.13058,2.45845e-06,0.000655254,3.71932e-07,8.10869e-06,3.24587e-07,6.17728e-09,0.047958,4.72594e-05,0.000205782,2.47598e-06,1.88253e-05,3.66786e-07,1.84597e-07,0.0460131,0.000428522,0.000647966,8.14645e-07,5.99423e-06,7.99706e-07,9.00377e-08,0.0445006,3.53977e-05,2.03319e-05,4.81294e-07,4.25662e-05,4.23968e-07,3.87776e-07,0.0808915,4.14268e-05,6.80362e-05,2.76003e-06,0.000211151,1.62832e-06,1.68351e-06
0.20534,7.52052e-05,0.0255199,6.47002e-07,5.86956e-06,1.93238e-08,7.73651e-08,0.220969,2.41463e-05,0.04371,9.91672e-08,2.18927e-06,1.27618e-08,1.37757e-09,0.151696,2.6426e-07,8.78765e-05,3.2632e-07,0.000179161,1.10941e-07,1.04561e-07,0.13058,2.34307e-06,0.000655721,3.54476e-07,8.11458e-06,3.09354e-07,5.88737e-09,0.0479573,4.61759e-05,0.000207474,2.42919e-06,1.90066e-05,3.58377e-07,1.81237e-07,0.0460059,0.000426145,0.000657461,8.10128e-07,6.08376e-06,7.95272e-07,8.95387e-08,0.0444999,3.54627e-05,2.05162e-05,4.82177e-07,4.29547e-05,4.24746e-07,3.88488e-07,0.0808914,3.95812e-05,6.85165e-05,2.63709e-06,0.00021276,1.55578e-06,1.60856e-06
0.205315,5.74036e-05,0.0255632,5.68207e-07,5.93778e-06,1.47508e-08,6.82167e-08,0.220961,2.07427e-05,0.0437212,8.65779e-08,2.19048e-06,1.09631e-08,1.20553e-09,0.151696,2.37268e-07,8.79207e-05,2.93524e-07,0.000179255,9.96091e-08,9.41406e-08,0.130579,2.2331e-06,0.000656167,3.3784e-07,8.12019e-06,2.94835e-07,5.61107e-09,0.0479565,4.51172e-05,0.000209128,2.38183e-06,1.91844e-05,3.5016e-07,1.77812e-07,0.0459987,0.000423779,0.000666903,8.05634e-07,6.17281e-06,7.9086e-07,8.90423e-08,0.0444993,3.55277e-05,2.07009e-05,4.83061e-07,4.33439e-05,4.25525e-07,3.892e-07,0.0808913,3.78177e-05,6.89755e-05,2.51962e-06,0.000214297,1.48646e-06,1.53691e-06
0.205295,4.38134e-05,0.0255963,4.97313e-07,5.99769e-06,1.12592e-08,5.99089e-08,0.220955,1.78186e-05,0.0437308,7.54333e-08,2.19153e-06,9.41774e-09,1.05249e-09,0.151696,2.13034e-07,8.79604e-05,2.63861e-07,0.00017934,8.9435e-08,8.46794e-08,0.130579,2.1283e-06,0.000656591,3.21985e-07,8.12554e-06,2.80998e-07,5.34773e-09,0.0479558,4.40828e-05,0.000210745,2.3342e-06,1.93587e-05,3.42132e-07,1.74345e-07,0.0459916,0.000421426,0.000676292,8.01162e-07,6.26136e-06,7.86471e-07,8.85483e-08,0.0444986,3.55929e-05,2.08859e-05,4.83947e-07,4.37338e-05,4.26305e-07,3.89914e-07,0.0808912,3.61329e-05,6.9414e-05,2.40737e-06,0.000215765,1.42024e-06,1.46845e-06
0.20528,3.34393e-05,0.0256215,4.34003e-07,6.05012e-06,8.59362e-09,5.24342e-08,0.220949,1.53066e-05,0.043739,6.56079e-08,2.19245e-06,8.09013e-09,9.1701e-10,0.151696,1.91274e-07,8.79962e-05,2.37099e-07,0.000179416,8.03e-08,7.61219e-08,0.130579,2.02841e-06,0.000656996,3.06873e-07,8.13063e-06,2.6781e-07,5.09675e-09,0.0479551,4.30721e-05,0.000212325,2.28651e-06,1.95296e-05,3.34288e-07,1.70859e-07,0.0459845,0.000419085,0.00068563,7.96714e-07,6.34941e-06,7.82104e-07,8.80569e-08,0.044498,3.56581e-05,2.10712e-05,4.84835e-07,4.41244e-05,4.27087e-07,3.9063e-07,0.0808911,3.45231e-05,6.98329e-05,2.30012e-06,0.000217168,1.35696e-06,1.40303e-06
0.205269,2.55207e-05,0.0256408,3.77812e-07,6.09588e-06,6.55882e-09,4.57591e-08,0.220944,1.31486e-05,0.0437461,5.69755e-08,2.19324e-06,6.9496e-09,7.97567e-10,0.151696,1.71737e-07,8.80283e-05,2.12994e-07,0.000179484,7.20981e-08,6.84013e-08,0.130578,1.93321e-06,0.000657382,2.92471e-07,8.13549e-06,2.55241e-07,4.85755e-09,0.0479545,4.20846e-05,0.00021387,2.23897e-06,1.96969e-05,3.26624e-07,1.67368e-07,0.0459775,0.000416756,0.000694915,7.92288e-07,6.43698e-06,7.77759e-07,8.75679e-08,0.0444973,3.57235e-05,2.12569e-05,4.85724e-07,4.45157e-05,4.2787e-07,3.91346e-07,0.080891,3.2985e-05,7.02332e-05,2.19764e-06,0.000218509,1.29651e-06,1.34052e-06
0.20526,1.94768e-05,0.0256555,3.28192e-07,6.13572e-06,5.00566e-09,3.98346e-08,0.22094,1.12947e-05,0.0437522,4.94135e-08,2.19394e-06,5.9698e-09,6.92627e-10,0.151696,1.54196e-07,8.80571e-05,1.91306e-07,0.000179546,6.4734e-08,6.14471e-08,0.130578,1.84248e-06,0.000657749,2.78744e-07,8.14012e-06,2.43262e-07,4.62957e-09,0.0479538,4.11196e-05,0.000215379,2.19172e-06,1.98608e-05,3.19135e-07,1.63888e-07,0.0459705,0.000414439,0.000704149,7.87885e-07,6.52406e-06,7.73436e-07,8.70815e-08,0.0444967,3.5789e-05,2.1443e-05,4.86614e-07,4.49078e-05,4.28655e-07,3.92064e-07,0.0808909,3.15154e-05,7.06157e-05,2.09973e-06,0.00021979,1.23874e-06,1.2808e-06
0.205254,1.4864e-05,0.0256667,2.84561e-07,6.17032e-06,3.8202e-09,3.46029e-08,0.220936,9.70214e-06,0.0437575,4.28058e-08,2.19454e-06,5.12809e-09,6.00699e-10,0.151695,1.38446e-07,8.8083e-05,1.71805e-07,0.000179601,5.8122e-08,5.51901e-08,0.130578,1.75601e-06,0.000658099,2.65662e-07,8.14453e-06,2.31845e-07,4.41229e-09,0.0479532,4.01768e-05,0.000216855,2.14488e-06,2.00213e-05,3.11818e-07,1.60429e-07,0.0459635,0.000412133,0.000713332,7.83504e-07,6.61066e-06,7.69136e-07,8.65975e-08,0.0444961,3.58546e-05,2.16293e-05,4.87507e-07,4.53006e-05,4.29441e-07,3.92783e-07,0.0808908,3.01113e-05,7.09811e-05,2.00618e-06,0.000221013,1.18355e-06,1.22373e-06
0.205249,1.13435e-05,0.0256753,2.46333e-07,6.20032e-06,2.91543e-09,3.00027e-08,0.220933,8.33409e-06,0.043762,3.70444e-08,2.19506e-06,4.40503e-09,5.20372e-10,0.151695,1.24305e-07,8.81063e-05,1.5428e-07,0.00017965,5.21853e-08,4.95644e-08,0.130578,1.67359e-06,0.000658433,2.53193e-07,8.14874e-06,2.20963e-07,4.20521e-09,0.0479525,3.92557e-05,0.000218297,2.09856e-06,2.01783e-05,3.04668e-07,1.57001e-07,0.0459566,0.00040984,0.000722464,7.79145e-07,6.69678e-06,7.64857e-07,8.6116e-08,0.0444954,3.59203e-05,2.1816e-05,4.884e-07,4.56941e-05,4.30228e-07,3.93503e-07,0.0808907,2.87698e-05,7.13302e-05,1.9168e-06,0.000222183,1.13082e-06,1.16921e-06
0.205245,8.65668e-06,0.0256818,2.12942e-07,6.22629e-06,2.22492e-09,2.59722e-08,0.22093,7.1589e-06,0.0437658,3.20302e-08,2.19551e-06,3.7839e-09,4.50333e-10,0.151695,1.11608e-07,8.81272e-05,1.38536e-07,0.000179695,4.68551e-08,4.45086e-08,0.130577,1.59504e-06,0.000658751,2.4131e-07,8.15274e-06,2.10593e-07,4.00784e-09,0.0479519,3.83556e-05,0.000219706,2.05283e-06,2.03319e-05,2.97683e-07,1.5361e-07,0.0459497,0.000407558,0.000731544,7.74809e-07,6.78241e-06,7.606e-07,8.56369e-08,0.0444948,3.59861e-05,2.20031e-05,4.89295e-07,4.60883e-05,4.31016e-07,3.94224e-07,0.0808906,2.7488e-05,7.16638e-05,1.8314e-06,0.0002233,1.08044e-06,1.11712e-06
0.205242,6.60623e-06,0.0256868,1.83852e-07,6.24875e-06,1.69793e-09,2.24516e-08,0.220928,6.14939e-06,0.0437691,2.76733e-08,2.1959e-06,3.25033e-09,3.89377e-10,0.151695,1.00209e-07,8.81459e-05,1.24394e-07,0.000179735,4.20692e-08,3.99665e-08,0.130577,1.52018e-06,0.000659055,2.29984e-07,8.15656e-06,2.00709e-07,3.81974e-09,0.0479513,3.74761e-05,0.000221083,2.00776e-06,2.04821e-05,2.90857e-07,1.50263e-07,0.0459429,0.000405287,0.000740575,7.70495e-07,6.86757e-06,7.56365e-07,8.51603e-08,0.0444941,3.60521e-05,2.21905e-05,4.90192e-07,4.64833e-05,4.31806e-07,3.94946e-07,0.0808905,2.62634e-05,7.19826e-05,1.74981e-06,0.000224367,1.03231e-06,1.06735e-06
0.20524,5.04142e-06,0.0256906,1.58566e-07,6.26813e-06,1.29575e-09,1.93845e-08,0.220926,5.28222e-06,0.043772,2.38928e-08,2.19623e-06,2.79199e-09,3.36412e-10,0.151695,8.99732e-08,8.81628e-05,1.11693e-07,0.000179771,3.77722e-08,3.58867e-08,0.130577,1.44883e-06,0.000659344,2.1919e-07,8.1602e-06,1.91288e-07,3.64046e-09,0.0479507,3.66168e-05,0.000222428,1.96339e-06,2.06291e-05,2.84188e-07,1.46964e-07,0.0459361,0.000403029,0.000749555,7.66203e-07,6.95226e-06,7.52152e-07,8.46862e-08,0.0444935,3.61181e-05,2.23782e-05,4.9109e-07,4.68789e-05,4.32597e-07,3.9567e-07,0.0808904,2.50933e-05,7.22871e-05,1.67185e-06,0.000225387,9.86314e-07,1.0198e-06
0.205238,3.84725e-06,0.0256935,1.36629e-07,6.28485e-06,9.8883e-10,1.67184e-08,0.220924,4.53732e-06,0.0437744,2.06165e-08,2.19652e-06,2.39827e-09,2.90455e-10,0.151695,8.07832e-08,8.81779e-05,1.00288e-07,0.000179803,3.39141e-08,3.22226e-08,0.130577,1.38083e-06,0.000659619,2.08903e-07,8.16367e-06,1.8231e-07,3.4696e-09,0.0479501,3.57772e-05,0.000223743,1.91977e-06,2.07728e-05,2.77672e-07,1.43716e-07,0.0459293,0.000400781,0.000758484,7.61933e-07,7.03647e-06,7.4796e-07,8.42144e-08,0.0444928,3.61843e-05,2.25663e-05,4.9199e-07,4.72753e-05,4.3339e-07,3.96395e-07,0.0808904,2.39753e-05,7.2578e-05,1.59737e-06,0.000226361,9.42372e-07,9.74364e-07
0.205236,3.58695e-06,0.0256958,1.17629e-07,6.29925e-06,7.54604e-10,1.44054e-08,0.220922,4.55078e-06,0.0437766,1.77801e-08,2.19677e-06,2.06007e-09,2.50626e-10,0.151695,7.58482e-08,8.81915e-05,9.0046e-08,0.000179832,3.04501e-08,2.89322e-08,0.130577,1.30985e-06,0.000659882,1.99098e-07,8.16698e-06,1.73754e-07,3.30676e-09,0.0479492,3.53017e-05,0.000225028,1.87692e-06,2.09133e-05,2.71305e-07,1.40524e-07,0.0459263,0.000394854,0.000767364,7.57685e-07,7.12022e-06,7.4379e-07,8.37451e-08,0.0444924,3.60265e-05,2.27547e-05,4.92891e-07,4.76724e-05,4.34184e-07,3.97121e-07,0.0808902,2.30493e-05,7.2856e-05,1.5262e-06,0.000227292,9.00387e-07,9.30954e-07
0.205234,3.34425e-06,0.0256978,1.01325e-07,6.31166e-06,7.03549e-10,1.24022e-08,0.22092,4.56426e-06,0.0437787,1.56235e-08,2.19699e-06,2.06618e-09,2.16145e-10,0.151695,7.12147e-08,8.82037e-05,8.20996e-08,0.000179858,2.85899e-08,2.59775e-08,0.130576,1.24253e-06,0.000660131,1.88977e-07,8.17013e-06,1.64823e-07,3.15155e-09,0.0479483,3.48325e-05,0.000226294,1.83748e-06,2.10507e-05,2.67699e-07,1.37387e-07,0.0459233,0.000389014,0.000776119,7.46607e-07,7.2035e-06,7.32789e-07,8.32782e-08,0.044492,3.58694e-05,2.29426e-05,4.91105e-07,4.80703e-05,4.32291e-07,3.97849e-07,0.08089,2.21591e-05,7.3123e-05,1.46354e-06,0.000228182,8.65612e-07,8.89477e-07
0.205233,3.11795e-06,0.0256998,8.73311e-08,6.32234e-06,6.55944e-10,1.06832e-08,0.220918,4.57777e-06,0.0437808,1.39852e-08,2.19718e-06,2.0723e-09,1.89928e-10,0.151695,6.68643e-08,8.8215e-05,7.5631e-08,0.000179882,2.68434e-08,2.36851e-08,0.130576,1.17866e-06,0.000660368,1.79278e-07,8.17312e-06,1.56351e-07,2.99136e-09,0.0479475,3.43695e-05,0.000227542,1.80093e-06,2.11852e-05,2.64141e-07,1.345e-07,0.0459203,0.00038326,0.000784745,7.35566e-07,7.28556e-06,7.21951e-07,8.20606e-08,0.0444915,3.5713e-05,2.31296e-05,4.89008e-07,4.84667e-05,4.30406e-07,3.96407e-07,0.0808898,2.13033e-05,7.33797e-05,1.40557e-06,0.000229035,8.32181e-07,8.52961e-07
0.205231,2.90695e-06,0.0257015,7.5316e-08,6.33155e-06,6.11558e-10,9.20776e-09,0.220916,4.59129e-06,0.0437829,1.27421e-08,2.19735e-06,2.07843e-09,1.70012e-10,0.151695,6.27796e-08,8.82253e-05,7.01472e-08,0.000179903,2.52036e-08,2.18189e-08,0.130576,1.11808e-06,0.000660593,1.70064e-07,8.17596e-06,1.48314e-07,2.83782e-09,0.0479466,3.39126e-05,0.000228773,1.76686e-06,2.1317e-05,2.6063e-07,1.31825e-07,0.0459174,0.000377591,0.000793243,7.24687e-07,7.3664e-06,7.11273e-07,8.08471e-08,0.0444911,3.55573e-05,2.33158e-05,4.86881e-07,4.88614e-05,4.28529e-07,3.94714e-07,0.0808896,2.04805e-05,7.36263e-05,1.35071e-06,0.000229854,8.00041e-07,8.19171e-07
0.20523,2.71022e-06,0.0257032,6.49967e-08,6.33949e-06,5.70172e-10,7.94095e-09,0.220914,4.60482e-06,0.043785,1.18004e-08,2.19751e-06,2.08457e-09,1.549e-10,0.151695,5.89444e-08,8.8235e-05,6.53488e-08,0.000179924,2.36639e-08,2.02369e-08,0.130576,1.06061e-06,0.000660807,1.61323e-07,8.17865e-06,1.40691e-07,2.69198e-09,0.0479457,3.34618e-05,0.000229986,1.73489e-06,2.14464e-05,2.57165e-07,1.2933e-07,0.0459146,0.000372006,0.000801615,7.13967e-07,7.44606e-06,7.00752e-07,7.96513e-08,0.0444907,3.54023e-05,2.35012e-05,4.84758e-07,4.92544e-05,4.26661e-07,3.92997e-07,0.0808894,1.96895e-05,7.38634e-05,1.29832e-06,0.000230641,7.69142e-07,7.87201e-07
0.205228,2.52679e-06,0.0257048,5.61308e-08,6.34634e-06,5.31585e-10,6.85293e-09,0.220912,4.61838e-06,0.0437872,1.10885e-08,2.19765e-06,2.09071e-09,1.43452e-10,0.151695,5.53436e-08,8.82439e-05,6.10517e-08,0.000179942,2.22183e-08,1.88526e-08,0.130576,1.00609e-06,0.000661009,1.53031e-07,8.18121e-06,1.33459e-07,2.55361e-09,0.0479449,3.30169e-05,0.000231182,1.70474e-06,2.15734e-05,2.53747e-07,1.26991e-07,0.0459118,0.000366503,0.000809863,7.03406e-07,7.52453e-06,6.90386e-07,7.84731e-08,0.0444903,3.52479e-05,2.36858e-05,4.82645e-07,4.96457e-05,4.248e-07,3.91284e-07,0.0808892,1.89291e-05,7.40914e-05,1.24809e-06,0.000231398,7.39436e-07,7.56668e-07
0.205227,2.35577e-06,0.0257062,4.85108e-08,6.35226e-06,4.95607e-10,5.91815e-09,0.220909,4.63196e-06,0.0437893,1.05518e-08,2.19778e-06,2.09687e-09,1.34798e-10,0.151695,5.19627e-08,8.82524e-05,5.71409e-08,0.00017996,2.0861e-08,1.76129e-08,0.130576,9.54377e-07,0.000661201,1.45165e-07,8.18363e-06,1.26599e-07,2.42235e-09,0.047944,3.2578e-05,0.000232362,1.67615e-06,2.16981e-05,2.50374e-07,1.24783e-07,0.045909,0.000361081,0.00081799,6.93001e-07,7.60184e-06,6.80174e-07,7.73124e-08,0.0444899,3.50942e-05,2.38696e-05,4.8054e-07,5.00353e-05,4.22948e-07,3.89578e-07,0.080889,1.8198e-05,7.43106e-05,1.19985e-06,0.000232125,7.10878e-07,7.27393e-07
0.205226,2.19631e-06,0.0257076,4.1959e-08,6.35737e-06,4.62063e-10,5.11474e-09,0.220907,4.64556e-06,0.0437914,1.01488e-08,2.19791e-06,2.10303e-09,1.28274e-10,0.151695,4.87883e-08,8.82602e-05,5.35425e-08,0.000179977,1.95866e-08,1.64847e-08,0.130576,9.0532e-07,0.000661383,1.37703e-07,8.18593e-06,1.20092e-07,2.29784e-09,0.0479432,3.21449e-05,0.000233525,1.6489e-06,2.18208e-05,2.47045e-07,1.2269e-07,0.0459063,0.00035574,0.000825996,6.8275e-07,7.67801e-06,6.70112e-07,7.61687e-08,0.0444894,3.49412e-05,2.40526e-05,4.78445e-07,5.04232e-05,4.21104e-07,3.8788e-07,0.0808889,1.74952e-05,7.45212e-05,1.1535e-06,0.000232824,6.83422e-07,6.9928e-07
0.205225,2.04765e-06,0.0257089,3.63232e-08,6.3618e-06,4.30787e-10,4.42395e-09,0.220905,4.65917e-06,0.0437936,9.84764e-09,2.19804e-06,2.10921e-09,1.23374e-10,0.151695,4.58079e-08,8.82676e-05,5.02077e-08,0.000179992,1.83901e-08,1.54466e-08,0.130575,8.58786e-07,0.000661556,1.30625e-07,8.18811e-06,1.13919e-07,2.17973e-09,0.0479424,3.17175e-05,0.000234673,1.62284e-06,2.19415e-05,2.43761e-07,1.20696e-07,0.0459036,0.000350477,0.000833883,6.7265e-07,7.75305e-06,6.60199e-07,7.5042e-08,0.044489,3.47888e-05,2.42348e-05,4.76358e-07,5.08093e-05,4.19267e-07,3.86188e-07,0.0808887,1.68195e-05,7.47238e-05,1.10894e-06,0.000233497,6.57027e-07,6.72265e-07
0.205224,1.90904e-06,0.02571,3.1473e-08,6.36563e-06,4.01628e-10,3.82973e-09,0.220903,4.67281e-06,0.0437957,9.6242e-09,2.19815e-06,2.11539e-09,1.19714e-10,0.151695,4.30095e-08,8.82745e-05,4.71025e-08,0.000180006,1.72666e-08,1.44845e-08,0.130575,8.14643e-07,0.00066172,1.23911e-07,8.19017e-06,1.08063e-07,2.06769e-09,0.0479416,3.12958e-05,0.000235805,1.59779e-06,2.20603e-05,2.4052e-07,1.18788e-07,0.0459009,0.000345292,0.000841654,6.62699e-07,7.82698e-06,6.50432e-07,7.39319e-08,0.0444886,3.46371e-05,2.44163e-05,4.74281e-07,5.11939e-05,4.17439e-07,3.84504e-07,0.0808886,1.61699e-05,7.49185e-05,1.06611e-06,0.000234143,6.31652e-07,6.46298e-07
0.205223,1.7798e-06,0.0257111,2.7297e-08,6.36895e-06,3.74441e-10,3.31836e-09,0.220901,4.68646e-06,0.0437979,9.46002e-09,2.19827e-06,2.12158e-09,1.16997e-10,0.151695,4.03821e-08,8.8281e-05,4.42024e-08,0.00018002,1.62118e-08,1.35887e-08,0.130575,7.72769e-07,0.000661875,1.17542e-07,8.19214e-06,1.02509e-07,1.96141e-09,0.0479408,3.08797e-05,0.000236921,1.57365e-06,2.21773e-05,2.37322e-07,1.16955e-07,0.0458983,0.000340183,0.000849311,6.52895e-07,7.89982e-06,6.4081e-07,7.28381e-08,0.0444882,3.4486e-05,2.45969e-05,4.72213e-07,5.15767e-05,4.15619e-07,3.82827e-07,0.0808884,1.55454e-05,7.51057e-05,1.02494e-06,0.000234764,6.07256e-07,6.21335e-07
0.205222,1.65932e-06,0.0257122,2.36994e-08,6.37182e-06,3.49093e-10,2.87806e-09,0.220899,4.70013e-06,0.0438001,9.34102e-09,2.19839e-06,2.12778e-09,1.15001e-10,0.151695,3.79151e-08,8.82871e-05,4.14887e-08,0.000180033,1.52214e-08,1.2752e-08,0.130575,7.33047e-07,0.000662023,1.115e-07,8.194e-06,9.72397e-08,1.86059e-09,0.04794,3.04691e-05,0.000238023,1.5503e-06,2.22925e-05,2.34166e-07,1.15188e-07,0.0458958,0.00033515,0.000856853,6.43235e-07,7.97158e-06,6.31329e-07,7.17606e-08,0.0444878,3.43356e-05,2.47767e-05,4.70154e-07,5.19578e-05,4.13806e-07,3.81158e-07,0.0808883,1.4945e-05,7.52857e-05,9.8535e-07,0.000235362,5.83803e-07,5.97338e-07
0.205221,1.54698e-06,0.0257131,2.05983e-08,6.37432e-06,3.2546e-10,2.49874e-09,0.220896,4.71382e-06,0.0438023,9.2565e-09,2.1985e-06,2.13398e-09,1.13555e-10,0.151695,3.55989e-08,8.82928e-05,3.89462e-08,0.000180045,1.42916e-08,1.19692e-08,0.130575,6.95367e-07,0.000662162,1.05769e-07,8.19576e-06,9.22414e-08,1.76495e-09,0.0479392,3.0064e-05,0.00023911,1.52766e-06,2.24059e-05,2.31053e-07,1.13479e-07,0.0458932,0.000330192,0.000864284,6.33719e-07,8.04228e-06,6.21988e-07,7.06989e-08,0.0444874,3.41859e-05,2.49557e-05,4.68103e-07,5.23373e-05,4.12002e-07,3.79496e-07,0.0808882,1.43678e-05,7.54587e-05,9.47294e-07,0.000235936,5.61255e-07,5.74267e-07
0.20522,1.44225e-06,0.025714,1.79235e-08,6.37649e-06,3.03427e-10,2.17178e-09,0.220894,4.72752e-06,0.0438044,9.19827e-09,2.19861e-06,2.1402e-09,1.12527e-10,0.151695,3.34242e-08,8.82982e-05,3.65622e-08,0.000180056,1.34185e-08,1.12357e-08,0.130575,6.59624e-07,0.000662295,1.00332e-07,8.19744e-06,8.75001e-08,1.67423e-09,0.0479385,2.96642e-05,0.000240181,1.50565e-06,2.25178e-05,2.27981e-07,1.11822e-07,0.0458907,0.000325306,0.000871606,6.24342e-07,8.11193e-06,6.12786e-07,6.96529e-08,0.044487,3.40368e-05,2.5134e-05,4.66062e-07,5.27152e-05,4.10205e-07,3.77841e-07,0.080888,1.38129e-05,7.56251e-05,9.10708e-07,0.000236488,5.39579e-07,5.52088e-07
0.205219,1.3446e-06,0.0257149,1.5615e-08,6.37838e-06,2.82884e-10,1.88977e-09,0.220892,4.74125e-06,0.0438066,9.16008e-09,2.19872e-06,2.14642e-09,1.11819e-10,0.151695,3.13823e-08,8.83032e-05,3.43259e-08,0.000180067,1.25988e-08,1.05479e-08,0.130575,6.25718e-07,0.000662421,9.51747e-08,8.19902e-06,8.30024e-08,1.58817e-09,0.0479377,2.92697e-05,0.000241239,1.48421e-06,2.2628e-05,2.24949e-07,1.10211e-07,0.0458883,0.000320493,0.000878819,6.15105e-07,8.18056e-06,6.03719e-07,6.86223e-08,0.0444866,3.38884e-05,2.53115e-05,4.64029e-07,5.30914e-05,4.08416e-07,3.76193e-07,0.0808879,1.32794e-05,7.5785e-05,8.75534e-07,0.000237019,5.18739e-07,5.30765e-07
0.205219,1.25357e-06,0.0257156,1.3621e-08,6.38003e-06,2.63732e-10,1.64636e-09,0.22089,4.75499e-06,0.0438088,9.1372e-09,2.19884e-06,2.15265e-09,1.11355e-10,0.151695,2.94652e-08,8.8308e-05,3.22272e-08,0.000180076,1.18291e-08,9.90273e-09,0.130575,5.93555e-07,0.00066254,9.02825e-08,8.20053e-06,7.87359e-08,1.50654e-09,0.047937,2.88805e-05,0.000242282,1.46329e-06,2.27366e-05,2.21958e-07,1.08642e-07,0.0458858,0.000315751,0.000885925,6.06003e-07,8.24816e-06,5.94786e-07,6.7607e-08,0.0444862,3.37406e-05,2.54882e-05,4.62005e-07,5.34659e-05,4.06635e-07,3.74552e-07,0.0808878,1.27665e-05,7.59387e-05,8.4172e-07,0.000237529,4.98704e-07,5.10266e-07
0.205218,1.16869e-06,0.0257163,1.18975e-08,6.38147e-06,2.45876e-10,1.43613e-09,0.220888,4.76875e-06,0.043811,9.126e-09,2.19895e-06,2.15889e-09,1.11077e-10,0.151695,2.76652e-08,8.83124e-05,3.02575e-08,0.000180086,1.11065e-08,9.2973e-09,0.130575,5.63045e-07,0.000662654,8.56418e-08,8.20196e-06,7.46887e-08,1.4291e-09,0.0479363,2.84964e-05,0.000243312,1.44284e-06,2.28437e-05,2.19006e-07,1.0711e-07,0.0458835,0.000311078,0.000892926,5.97037e-07,8.31477e-06,5.85985e-07,6.66067e-08,0.0444858,3.35934e-05,2.56641e-05,4.5999e-07,5.38388e-05,4.04861e-07,3.72919e-07,0.0808877,1.22734e-05,7.60865e-05,8.09211e-07,0.00023802,4.79443e-07,4.90559e-07
