delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1,delta_2,gamma_2,eps_2,r_2,x0_infect_2,beta0_2,beta1_2,beta2_2,beta3_2,beta4_2,beta5_2,beta6_2,delta_3,gamma_3,eps_3,r_3,x0_infect_3,beta0_3,beta1_3,beta2_3,beta3_3,beta4_3,beta5_3,beta6_3
0.000183413410266,0.451431150716334,0.475873108055630,0.008692849169254,0.000174978111576,0.132159489483913,0.120080420961708,0.115480213164102,0.117045375944058,0.138096630057175,0.141427244337519,0.140036407661400,0.000590144966303,0.610065749510498,0.332911384010753,0.005303626728503,0.000088591940728,0.186581970544024,0.162555961299327,0.165312945745403,0.168118577167468,0.191661913874941,0.198415030152316,0.211335147095901,0.004870482607034,0.599339654014257,0.291636093057317,0.015686902312225,0.000000778574285,0.240661790123957,0.141646053896151,0.136662791881857,0.148262041163428,0.163060323557075,0.171899006632812,0.165809172714375,0.005779455383434,0.264864773698115,0.025741992666144,0.035835962412972,0.000002320739989,0.465047044305148,0.168527417014346,0.146075367823946,0.188802814784138,0.230816604618242,0.263885275037699,0.222322018114655
