delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1
0.003497882754105,0.986999771100813,0.076165365730610,0.003887497579609,0.000002069223474,0.114402515540906,0.084749685137666,0.087313614502691,0.089270150267012,0.094599089243886,0.098232941889755,0.099828490016463,0.022204193212071,0.933486506430339,0.026030955131774,0.037451836203905,0.000000578961241,0.908889649389619,0.657118782927136,0.682242467181164,0.691051873999588,0.742400235401483,0.773007830256618,0.769686142709464
