delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0
0.008082706033324,0.988263134023557,0.039674072216429,0.023228171899139,0.000002753195317,0.098305284785880,0.072273381616694,0.074475259760040,0.075471984314604,0.080757059054484,0.083774758566554,0.083614423832017
