0-20,20-40,40-50,50-60,60-65,65-70,70-75,75-inf,total
0,0.142857142857143,0.142857142857146,0.428571428571416,1.42857142857142,2.14285714285717,4.85714285714289,48.4285714285717,57.5714285714288
0,0.142857142857143,0.142857142857146,0.428571428571416,1.42857142857142,2.14285714285717,4.85714285714289,48.4285714285717,57.5714285714288
0,0.142857142857143,0.142857142857146,0.428571428571416,1.42857142857142,2.14285714285717,4.85714285714289,48.4285714285717,57.5714285714288
0,0.142857142857143,0.142857142857146,0.428571428571416,1.42857142857142,2.14285714285717,4.85714285714289,48.4285714285717,57.5714285714288
0,0.142857142857141,0.142857142857125,0.428571428571473,1.4285714285715,2.142857142857,4.85714285714266,48.4285714285703,57.5714285714272
0,0.142857142857143,0.571428571428569,1.28571428571428,1,1,6.57142857142856,37.5714285714283,48.1428571428569
0,0.142857142857143,0.571428571428569,1.28571428571428,1,1,6.57142857142856,37.5714285714283,48.1428571428569
0,0.142857142857143,0.571428571428569,1.28571428571428,1,1,6.57142857142856,37.5714285714283,48.1428571428569
0,0.142857142857143,0.571428571428569,1.28571428571428,1,1,6.57142857142856,37.5714285714283,48.1428571428569
0,0.142857142857143,0.571428571428569,1.28571428571428,1,1,6.57142857142856,37.5714285714283,48.1428571428569
0,0.142857142857143,0.571428571428569,1.28571428571428,1,1,6.57142857142856,37.5714285714283,48.1428571428569
0,0.142857142857141,0.571428571428584,1.28571428571433,1,1,6.57142857142867,37.57142857143,48.1428571428588
0,0,0.142857142857146,1.71428571428571,0.857142857142861,1.85714285714283,4.14285714285711,47.4285714285716,56.1428571428572
0,0,0.142857142857146,1.71428571428571,0.857142857142861,1.85714285714283,4.14285714285711,47.4285714285716,56.1428571428572
0,0,0.142857142857146,1.71428571428571,0.857142857142861,1.85714285714283,4.14285714285711,47.4285714285716,56.1428571428572
0,0,0.142857142857146,1.71428571428571,0.857142857142861,1.85714285714283,4.14285714285711,47.4285714285716,56.1428571428572
0,0,0.142857142857146,1.71428571428571,0.857142857142861,1.85714285714283,4.14285714285711,47.4285714285716,56.1428571428572
0,0,0.142857142857146,1.71428571428571,0.857142857142861,1.85714285714283,4.14285714285711,47.4285714285716,56.1428571428572
